# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* AKMGFOCH_02093      K03543  292.47  378.6  1.6e-113 membrane fusion protein, multidrug efflux system
* AKMGFOCH_02094      K03446  351.33  580.8  8.4e-175 MFS transporter, DHA2 family, multidrug resistance protein
* AKMGFOCH_02097      K15777  117.80  349.4  8.3e-105 4,5-DOPA dioxygenase extradiol [EC:1.13.11.-]
* AKMGFOCH_02100      K02356   95.23  242.6   1.4e-72 elongation factor P
* AKMGFOCH_02107      K12511  134.77  206.3   2.8e-61 tight adherence protein C
* AKMGFOCH_02108      K12510   83.37  121.7   1.4e-35 tight adherence protein B
* AKMGFOCH_02109      K02283  328.33  564.7  1.1e-169 pilus assembly protein CpaF [EC:7.4.2.8]
* AKMGFOCH_02110      K02282  179.97  259.0   3.5e-77 pilus assembly protein CpaE
* AKMGFOCH_02111      K02280  227.30  419.7  6.7e-126 pilus assembly protein CpaC
* AKMGFOCH_02112      K02279   49.07  173.6   2.8e-51 pilus assembly protein CpaB
* AKMGFOCH_02115      K02278   84.87   90.3   5.3e-26 prepilin peptidase CpaA [EC:3.4.23.43]
* AKMGFOCH_02116      K02651   26.80   56.5   1.6e-15 pilus assembly protein Flp/PilA
* AKMGFOCH_02120      K02031  437.70  845.3  2.8e-254 peptide/nickel transport system ATP-binding protein
* AKMGFOCH_02120      K02032  423.43  423.8  6.5e-127 peptide/nickel transport system ATP-binding protein
* AKMGFOCH_02124      K01174   70.13  126.7   4.6e-37 micrococcal nuclease [EC:3.1.31.1]
* AKMGFOCH_02125      K03284  159.20  297.5     8e-89 magnesium transporter
* AKMGFOCH_02126      K03657  373.77  518.4  1.8e-155 ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4]
* AKMGFOCH_02128      K00375  380.70  565.5  4.1e-170 GntR family transcriptional regulator / MocR family aminotransferase
* AKMGFOCH_02129      K00823  602.07  642.8  1.8e-193 4-aminobutyrate aminotransferase [EC:2.6.1.19]
* AKMGFOCH_02130      K00135  586.90  839.5  8.8e-253 succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]
* AKMGFOCH_02132      K11414  203.57  370.5  3.7e-111 NAD+-dependent protein deacetylase sirtuin 4 [EC:2.3.1.286]
* AKMGFOCH_02132      K12410  225.83  230.5   1.1e-68 NAD-dependent deacetylase [EC:2.3.1.286]
* AKMGFOCH_02133      K00640   91.17  259.9   1.4e-77 serine O-acetyltransferase [EC:2.3.1.30]
* AKMGFOCH_02134      K01784  264.37  416.0  9.6e-125 UDP-glucose 4-epimerase [EC:5.1.3.2]
* AKMGFOCH_02135      K01810  172.87  532.2  8.7e-160 glucose-6-phosphate isomerase [EC:5.3.1.9]
* AKMGFOCH_02136      K15778  492.97  733.3  1.3e-220 phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]
* AKMGFOCH_02137      K16692  523.77  662.4  3.7e-199 tyrosine-protein kinase Etk/Wzc [EC:2.7.10.3]
* AKMGFOCH_02138      K01991   91.83  244.5   8.3e-73 polysaccharide biosynthesis/export protein
* AKMGFOCH_02140      K03207  140.13  197.5   3.8e-59 GDP-mannose mannosyl hydrolase [EC:3.6.1.-]
* AKMGFOCH_02141      K16011  558.67  741.1  2.7e-223 mannose-1-phosphate guanylyltransferase / mannose-6-phosphate isomerase [EC:2.7.7.13 5.3.1.8]
* AKMGFOCH_02141      K00971  175.43  433.0  8.4e-130 mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]
* AKMGFOCH_02142      K20950   42.73   43.7     1e-11 polysaccharide biosynthesis protein VpsQ
* AKMGFOCH_02143      K01711  265.90  661.7    2e-199 GDPmannose 4,6-dehydratase [EC:4.2.1.47]
* AKMGFOCH_02144      K02377  231.80  503.0  2.7e-151 GDP-L-fucose synthase [EC:1.1.1.271]
* AKMGFOCH_02150      K03818  137.00  282.1   1.3e-84 putative colanic acid biosynthesis acetyltransferase WcaF [EC:2.3.1.-]
* AKMGFOCH_02151      K03208  200.97  535.7  6.8e-161 putative colanic acid biosynthesis glycosyltransferase WcaI
* AKMGFOCH_02156      K06445  286.47 1254.0         0 acyl-CoA dehydrogenase [EC:1.3.99.-]
* AKMGFOCH_02157      K00626   69.50  409.4  9.5e-123 acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
* AKMGFOCH_02158      K01782  804.90  868.7  1.9e-261 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3]
* AKMGFOCH_02159      K06076   75.73  399.3  8.5e-120 long-chain fatty acid transport protein
* AKMGFOCH_02160      K07516  415.53  539.8  2.6e-162 3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]
* AKMGFOCH_02161      K00632  498.30  521.2  6.8e-157 acetyl-CoA acyltransferase [EC:2.3.1.16]
* AKMGFOCH_02161      K00626   69.50  441.3  2.1e-132 acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
* AKMGFOCH_02164      K01897  432.13  465.4  1.2e-139 long-chain acyl-CoA synthetase [EC:6.2.1.3]
* AKMGFOCH_02166      K07795   99.77  219.4   3.3e-65 putative tricarboxylic transport membrane protein
* AKMGFOCH_02168      K18893  774.23  955.6  4.1e-288 ATP-binding cassette, subfamily B, multidrug efflux pump
* AKMGFOCH_02169      K02526  197.83  405.9  3.8e-122 2-keto-3-deoxygluconate permease
* AKMGFOCH_02170      K22129  282.40  384.8  2.6e-115 D-threonate/D-erythronate kinase [EC:2.7.1.219 2.7.1.220]
* AKMGFOCH_02171      K22024  434.83  449.3  6.7e-135 4-phospho-D-threonate 3-dehydrogenase / 4-phospho-D-erythronate 3-dehydrogenase [EC:1.1.1.408 1.1.1.409]
* AKMGFOCH_02172      K03710  167.27  196.3   3.9e-58 GntR family transcriptional regulator
* AKMGFOCH_02173      K01040  131.67  229.7   1.3e-68 glutaconate CoA-transferase, subunit B [EC:2.8.3.12]
* AKMGFOCH_02174      K01039  173.23  284.0   5.2e-85 glutaconate CoA-transferase, subunit A [EC:2.8.3.12]
* AKMGFOCH_02178      K24700  113.13  270.0   5.9e-81 3-mercaptopropionate dioxygenase [EC:1.13.11.91]
* AKMGFOCH_02179      K12410  225.83  340.5  3.7e-102 NAD-dependent deacetylase [EC:2.3.1.286]
* AKMGFOCH_02182      K18900  320.60  326.7   8.1e-98 LysR family transcriptional regulator, regulator for bpeEF and oprC
* AKMGFOCH_02192      K01114  136.90  237.0   1.5e-70 phospholipase C [EC:3.1.4.3]
* AKMGFOCH_02193      K03574   67.00   68.3   2.3e-19 8-oxo-dGTP diphosphatase [EC:3.6.1.55]
* AKMGFOCH_02194      K06917  128.20  381.7  1.5e-114 tRNA 2-selenouridine synthase [EC:2.9.1.3]
* AKMGFOCH_02195      K12678  293.03  489.7  8.4e-147 autotransporter family porin
* AKMGFOCH_02196      K07677  701.60 1039.5         0 two-component system, NarL family, capsular synthesis sensor histidine kinase RcsC [EC:2.7.13.3]
* AKMGFOCH_02199      K07677  701.60  883.4  1.2e-265 two-component system, NarL family, capsular synthesis sensor histidine kinase RcsC [EC:2.7.13.3]
* AKMGFOCH_02203      K19713   79.03  374.4  1.9e-112 thiosulfate dehydrogenase [EC:1.8.2.2]
* AKMGFOCH_02206      K00404  689.57  765.2  1.1e-230 cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9]
* AKMGFOCH_02207      K00405  283.50  331.6     1e-99 cytochrome c oxidase cbb3-type subunit II
* AKMGFOCH_02208      K00407   22.10   42.5   2.2e-11 cytochrome c oxidase cbb3-type subunit IV
* AKMGFOCH_02209      K00406   96.17  290.0   9.1e-87 cytochrome c oxidase cbb3-type subunit III
* AKMGFOCH_02211      K09926   47.10   69.2   1.2e-19 uncharacterized protein
* AKMGFOCH_02215      K00928  390.80  479.3  6.4e-144 aspartate kinase [EC:2.7.2.4]
* AKMGFOCH_02216      K04075  114.60  261.6   5.8e-78 tRNA(Ile)-lysidine synthase [EC:6.3.4.19]
* AKMGFOCH_02217      K01962  426.07  565.4  7.4e-170 acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]
* AKMGFOCH_02218      K01247  170.80  270.3     1e-80 DNA-3-methyladenine glycosylase II [EC:3.2.2.21]
* AKMGFOCH_02219      K01883  407.50  643.5  2.9e-193 cysteinyl-tRNA synthetase [EC:6.1.1.16]
* AKMGFOCH_02222      K03269   67.73  276.5   8.1e-83 UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54]
* AKMGFOCH_02223      K06153   51.93  325.1   1.9e-97 undecaprenyl-diphosphatase [EC:3.6.1.27]
* AKMGFOCH_02226      K19339  171.67  641.1  7.6e-193 NosR/NirI family transcriptional regulator, nitrous oxide reductase regulator
* AKMGFOCH_02227      K00376  480.87  921.7  1.5e-277 nitrous-oxide reductase [EC:1.7.2.4]
* AKMGFOCH_02228      K07218  154.10  489.8  3.2e-147 nitrous oxidase accessory protein
* AKMGFOCH_02229      K19340  295.43  359.4  7.9e-108 Cu-processing system ATP-binding protein
* AKMGFOCH_02229      K01990  259.07  290.3   1.1e-86 ABC-2 type transport system ATP-binding protein
* AKMGFOCH_02230      K19341  158.03  299.0   8.9e-90 Cu-processing system permease protein
* AKMGFOCH_02230      K19342   88.50  128.2   1.7e-37 copper chaperone NosL
* AKMGFOCH_02230      K01992   18.40   20.0   0.00011 ABC-2 type transport system permease protein
* AKMGFOCH_02231      K19342   88.50  144.3   2.1e-42 copper chaperone NosL
* AKMGFOCH_02232      K03734   48.90  261.4   5.5e-78 FAD:protein FMN transferase [EC:2.7.1.180]
* AKMGFOCH_02234      K01092  200.40  302.4   1.2e-90 myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]
* AKMGFOCH_02235      K02533  120.67  310.1   7.1e-93 tRNA/rRNA methyltransferase [EC:2.1.1.-]
* AKMGFOCH_02236      K07795   99.77  351.1  3.9e-105 putative tricarboxylic transport membrane protein
* AKMGFOCH_02238      K03442  238.77  304.9     3e-91 small conductance mechanosensitive channel
* AKMGFOCH_02239      K09947  104.87  466.1  4.1e-140 uncharacterized protein
* AKMGFOCH_02240      K07338  216.47  318.7   2.4e-95 uncharacterized protein
* AKMGFOCH_02242      K07231  168.90  531.6  8.1e-160 putative iron-regulated protein
* AKMGFOCH_02243      K08172  484.47  506.1  3.1e-152 MFS transporter, MHS family, shikimate and dehydroshikimate transport protein
* AKMGFOCH_02246      K02051  148.33  168.0   1.7e-49 NitT/TauT family transport system substrate-binding protein
* AKMGFOCH_02247      K02050  137.87  202.2   4.8e-60 NitT/TauT family transport system permease protein
* AKMGFOCH_02250      K19837  663.03  675.3  1.7e-203 1-carboxybiuret hydrolase [EC:3.5.1.131]
* AKMGFOCH_02250      K01426  293.00  296.1   2.2e-88 amidase [EC:3.5.1.4]
* AKMGFOCH_02252      K09932   52.40  209.7   1.9e-62 uncharacterized protein
* AKMGFOCH_02254      K19784  111.13  212.3   4.3e-63 chromate reductase, NAD(P)H dehydrogenase (quinone)
* AKMGFOCH_02255      K09165   34.10  119.3   5.5e-35 dodecin
* AKMGFOCH_02259      K09760  215.23  244.4     1e-72 DNA recombination protein RmuC
* AKMGFOCH_02263      K01785   55.63  109.4   8.4e-32 aldose 1-epimerase [EC:5.1.3.3]
* AKMGFOCH_02267      K07006   40.87  167.2   1.8e-49 uncharacterized protein
* AKMGFOCH_02269      K07726   43.90   66.8   8.2e-19 putative transcriptional regulator
* AKMGFOCH_02270      K03555  669.53 1162.0         0 DNA mismatch repair protein MutS
* AKMGFOCH_02271      K18850   98.40  447.6  2.6e-134 50S ribosomal protein L16 3-hydroxylase [EC:1.14.11.47]
* AKMGFOCH_02273      K07287   40.87  395.4  1.6e-118 outer membrane protein assembly factor BamC
* AKMGFOCH_02274      K01714  250.97  391.4  2.1e-117 4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]
* AKMGFOCH_02276      K07566   89.90  113.8     4e-33 L-threonylcarbamoyladenylate synthase [EC:2.7.7.87]
* AKMGFOCH_02277      K07054   51.10  398.8  9.5e-120 uncharacterized protein
* AKMGFOCH_02284      K07734  101.67  309.3   9.8e-93 transcriptional regulator
* AKMGFOCH_02289      K06878  123.23  141.1   8.6e-42 tRNA-binding protein
* AKMGFOCH_02290      K23242   60.60  249.0   1.9e-74 manganese efflux pump family protein
* AKMGFOCH_02295      K07090   40.10  124.9   1.4e-36 uncharacterized protein
* AKMGFOCH_02296      K07345   92.50   96.5   7.1e-28 major type 1 subunit fimbrin (pilin)
* AKMGFOCH_02299      K03406   64.93  418.4    2e-125 methyl-accepting chemotaxis protein
* AKMGFOCH_02305      K02014  162.10  263.5   1.9e-78 iron complex outermembrane recepter protein
* AKMGFOCH_02306      K00034  335.30  370.1  2.2e-111 glucose 1-dehydrogenase [EC:1.1.1.47]
* AKMGFOCH_02306      K00059  266.63  298.8   2.8e-89 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
* AKMGFOCH_02307      K22934  545.20  649.8  1.4e-195 alpha,alpha-trehalase [EC:3.2.1.28]
* AKMGFOCH_02309      K02406  128.63  339.1  9.7e-102 flagellin
* AKMGFOCH_02310      K03406   64.93  289.4   2.4e-86 methyl-accepting chemotaxis protein
* AKMGFOCH_02311      K07795   99.77  336.5    1e-100 putative tricarboxylic transport membrane protein
* AKMGFOCH_02312      K11250  176.23  233.8   4.7e-70 leucine efflux protein
* AKMGFOCH_02313      K03719  128.80  169.0   5.2e-50 Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein
* AKMGFOCH_02320      K06131  262.43  386.6  7.9e-116 cardiolipin synthase A/B [EC:2.7.8.-]
* AKMGFOCH_02325      K18954  150.70  168.1   1.2e-49 AraC family transcriptional regulator, transcriptional activator of pobA
* AKMGFOCH_02326      K16165  263.00  342.8  2.5e-103 fumarylpyruvate hydrolase [EC:3.7.1.20]
* AKMGFOCH_02331      K07795   99.77  309.7   1.4e-92 putative tricarboxylic transport membrane protein
* AKMGFOCH_02332      K00681  533.17  611.3  9.7e-184 gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]
* AKMGFOCH_02333      K04771  293.13  321.7   3.7e-96 serine protease Do [EC:3.4.21.107]
* AKMGFOCH_02334      K03893  185.83  429.5  8.6e-129 arsenical pump membrane protein
* AKMGFOCH_02336      K06196  141.80  150.2   3.1e-44 cytochrome c-type biogenesis protein
* AKMGFOCH_02338      K02483  235.13  253.0   1.8e-75 two-component system, OmpR family, response regulator
* AKMGFOCH_02340      K04063   53.87  159.4     4e-47 lipoyl-dependent peroxiredoxin [EC:1.11.1.28]
* AKMGFOCH_02342      K02033  271.33  377.6  4.2e-113 peptide/nickel transport system permease protein
* AKMGFOCH_02343      K02034  258.23  302.8   1.7e-90 peptide/nickel transport system permease protein
* AKMGFOCH_02344      K02031  437.70  536.9  4.8e-161 peptide/nickel transport system ATP-binding protein
* AKMGFOCH_02345      K02032  423.43  466.7  6.5e-140 peptide/nickel transport system ATP-binding protein
* AKMGFOCH_02346      K02035  246.87  359.1  1.8e-107 peptide/nickel transport system substrate-binding protein
* AKMGFOCH_02347      K06978  240.67  495.7  7.6e-149 uncharacterized protein
* AKMGFOCH_02351      K03975   63.63   98.5   1.5e-28 membrane-associated protein
* AKMGFOCH_02355      K07397   60.80   61.5   4.1e-17 putative redox protein
* AKMGFOCH_02364      K23779   86.67   87.3   5.7e-25 XRE family transcriptional regulator, regulator of sulfur utilization
* AKMGFOCH_02365      K09471  373.30  486.6  2.7e-146 gamma-glutamylputrescine oxidase [EC:1.4.3.-]
* AKMGFOCH_02367      K02029  212.03  218.7   4.4e-65 polar amino acid transport system permease protein
* AKMGFOCH_02368      K02030   87.10  114.9   1.5e-33 polar amino acid transport system substrate-binding protein
* AKMGFOCH_02369      K02028  376.33  415.5  1.2e-124 polar amino acid transport system ATP-binding protein [EC:7.4.2.1]
* AKMGFOCH_02370      K26061  759.47  865.7  3.7e-261 L-aminoadipate-semialdehyde dehydrogenase
* AKMGFOCH_02371      K01058  107.03  165.1   8.9e-49 phospholipase A1/A2 [EC:3.1.1.32 3.1.1.4]
* AKMGFOCH_02372      K13876  284.03  476.4  9.3e-144 2-keto-3-deoxy-L-arabinonate dehydratase [EC:4.2.1.43]
* AKMGFOCH_02373      K25260  600.60  728.0  7.9e-220 L-lyxonate dehydratase [EC:4.2.1.176]
* AKMGFOCH_02375      K07795   99.77  316.8   9.5e-95 putative tricarboxylic transport membrane protein
* AKMGFOCH_02378      K09926   47.10   72.1   1.6e-20 uncharacterized protein
* AKMGFOCH_02380      K00406   96.17  285.0   2.9e-85 cytochrome c oxidase cbb3-type subunit III
* AKMGFOCH_02381      K00407   22.10   40.3   1.1e-10 cytochrome c oxidase cbb3-type subunit IV
* AKMGFOCH_02382      K00405  283.50  325.6     7e-98 cytochrome c oxidase cbb3-type subunit II
* AKMGFOCH_02383      K00404  689.57  782.8  5.3e-236 cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9]
* AKMGFOCH_02386      K00833  422.20  612.5  1.8e-184 adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]
* AKMGFOCH_02387      K00652  451.80  470.8  2.5e-141 8-amino-7-oxononanoate synthase [EC:2.3.1.47]
* AKMGFOCH_02388      K02170  160.47  164.1   2.2e-48 pimeloyl-[acyl-carrier protein] methyl ester esterase [EC:3.1.1.85]
* AKMGFOCH_02389      K02169  164.90  315.4   2.7e-94 malonyl-CoA O-methyltransferase [EC:2.1.1.197]
* AKMGFOCH_02389      K01935  118.23  238.3   5.3e-71 dethiobiotin synthetase [EC:6.3.3.3]
* AKMGFOCH_02390      K01637  183.70  723.6    1e-217 isocitrate lyase [EC:4.1.3.1]
* AKMGFOCH_02391      K06879  230.77  461.9    8e-139 7-cyano-7-deazaguanine reductase [EC:1.7.1.13]
* AKMGFOCH_02392      K00428  120.83  382.3  1.8e-114 cytochrome c peroxidase [EC:1.11.1.5]
* AKMGFOCH_02393      K16135  330.57  462.1  3.6e-139 LysR family transcriptional regulator, transcriptional activator for dmlA
* AKMGFOCH_02394      K07246  476.70  649.0    1e-195 tartrate dehydrogenase/decarboxylase / D-malate dehydrogenase [EC:1.1.1.93 4.1.1.73 1.1.1.83]
* AKMGFOCH_02395      K08223  152.53  208.5   4.7e-62 MFS transporter, FSR family, fosmidomycin resistance protein
* AKMGFOCH_02396      K08744  162.73  166.4   3.7e-49 cardiolipin synthase (CMP-forming) [EC:2.7.8.41]
* AKMGFOCH_02396      K00995   93.30  145.9   7.3e-43 CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]
* AKMGFOCH_02397      K03703  236.17  781.1  3.9e-235 excinuclease ABC subunit C
* AKMGFOCH_02398      K01207  257.40  358.2  3.8e-107 beta-N-acetylhexosaminidase [EC:3.2.1.52]
* AKMGFOCH_02399      K00997  101.73  134.2   2.5e-39 holo-[acyl-carrier protein] synthase [EC:2.7.8.7]
* AKMGFOCH_02400      K03474  139.20  395.7  7.4e-119 pyridoxine 5-phosphate synthase [EC:2.6.99.2]
* AKMGFOCH_02401      K18139  391.37  582.2  4.7e-175 outer membrane protein, multidrug efflux system
* AKMGFOCH_02402      K18138 1357.60 1506.3         0 multidrug efflux pump
* AKMGFOCH_02403      K03585  257.10  436.5  6.4e-131 membrane fusion protein, multidrug efflux system
* AKMGFOCH_02405      K07001   95.10  162.0     7e-48 NTE family protein
* AKMGFOCH_02407      K02019   71.43  285.3   2.6e-85 molybdate transport system regulatory protein
* AKMGFOCH_02409      K02018  245.40  304.4   4.9e-91 molybdate transport system permease protein
* AKMGFOCH_02410      K02020  109.70  302.1   3.8e-90 molybdate transport system substrate-binding protein
* AKMGFOCH_02415      K08989   40.00  139.2   3.6e-41 putative membrane protein
* AKMGFOCH_02416      K00797  100.87  261.0   7.1e-78 spermidine synthase [EC:2.5.1.16]
* AKMGFOCH_02418      K26064  432.23  447.6  1.5e-134 D-lysine oxidase
* AKMGFOCH_02419      K05833  177.47  378.3  5.2e-114 putative tryptophan/tyrosine transport system ATP-binding protein
* AKMGFOCH_02420      K05832  226.77  415.2  1.7e-124 putative tryptophan/tyrosine transport system permease protein
* AKMGFOCH_02421      K01989  100.63  427.8  1.8e-128 putative tryptophan/tyrosine transport system substrate-binding protein
* AKMGFOCH_02422      K05882  400.37  406.4  2.7e-122 aryl-alcohol dehydrogenase (NADP+) [EC:1.1.1.91]
* AKMGFOCH_02423      K07795   99.77  346.0  1.3e-103 putative tricarboxylic transport membrane protein
* AKMGFOCH_02424      K18661  563.60  867.6  4.7e-261 malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.76 6.2.1.-]
* AKMGFOCH_02426      K01578  138.07  454.8  1.9e-136 malonyl-CoA decarboxylase [EC:4.1.1.9]
