# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* APNAJNJK_00977      K07068   34.70   68.7   1.9e-19 uncharacterized protein
* APNAJNJK_00983      K00180  136.67  493.5  2.3e-148 indolepyruvate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.8]
* APNAJNJK_00984      K00179  481.90  611.1    7e-184 indolepyruvate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.8]
* APNAJNJK_00986      K02035  246.87  359.0  1.8e-107 peptide/nickel transport system substrate-binding protein
* APNAJNJK_00987      K02033  271.33  386.0  1.1e-115 peptide/nickel transport system permease protein
* APNAJNJK_00988      K02034  258.23  330.8   5.1e-99 peptide/nickel transport system permease protein
* APNAJNJK_00989      K02031  437.70  524.3  2.9e-157 peptide/nickel transport system ATP-binding protein
* APNAJNJK_00990      K02032  423.43  525.2  1.3e-157 peptide/nickel transport system ATP-binding protein
* APNAJNJK_00990      K12372  466.03  468.0    2e-140 dipeptide transport system ATP-binding protein
* APNAJNJK_00990      K02031  437.70  443.0  1.1e-132 peptide/nickel transport system ATP-binding protein
* APNAJNJK_00994      K00662   40.13  309.2   1.9e-92 aminoglycoside 3-N-acetyltransferase [EC:2.3.1.81]
* APNAJNJK_00995      K06020  625.33  967.4  7.6e-292 energy-dependent translational throttle protein EttA
* APNAJNJK_00998      K04062   45.20   75.1   1.4e-21 osmotically inducible lipoprotein OsmB
* APNAJNJK_00999      K03608   35.87  114.6   1.3e-33 cell division topological specificity factor
* APNAJNJK_01000      K03609  199.40  294.7   4.3e-88 septum site-determining protein MinD
* APNAJNJK_01001      K03610   35.97  257.4   7.3e-77 septum site-determining protein MinC
* APNAJNJK_01002      K01886  516.07  860.1  5.1e-259 glutaminyl-tRNA synthetase [EC:6.1.1.18]
* APNAJNJK_01003      K00425  161.30  326.6     1e-97 cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]
* APNAJNJK_01004      K00426   73.97  216.5   2.2e-64 cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]
* APNAJNJK_01005      K03654  598.03  771.6  3.1e-232 ATP-dependent DNA helicase RecQ [EC:5.6.2.4]
* APNAJNJK_01007      K07659  308.00  317.9   2.4e-95 two-component system, OmpR family, phosphate regulon response regulator OmpR
* APNAJNJK_01007      K02483  235.13  252.4   2.6e-75 two-component system, OmpR family, response regulator
* APNAJNJK_01008      K07638  333.60  441.6  1.9e-132 two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]
* APNAJNJK_01009      K03551  167.20  619.6  1.4e-186 holliday junction DNA helicase RuvB [EC:5.6.2.4]
* APNAJNJK_01010      K22589  435.63  538.9  2.6e-162 threo-3-hydroxy-L-aspartate ammonia-lyase [EC:4.3.1.16]
* APNAJNJK_01010      K01754  257.83  400.5  4.4e-120 threonine dehydratase [EC:4.3.1.19]
* APNAJNJK_01011      K03953  182.60  198.3   6.9e-59 NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 9
* APNAJNJK_01012      K03550   39.97  234.4     5e-70 holliday junction DNA helicase RuvA [EC:5.6.2.4]
* APNAJNJK_01013      K01159   31.50  240.0   1.7e-71 crossover junction endodeoxyribonuclease RuvC [EC:3.1.21.10]
* APNAJNJK_01014      K00602  120.27  790.8  3.5e-238 phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]
* APNAJNJK_01015      K03557   98.83  115.8     6e-34 Fis family transcriptional regulator, factor for inversion stimulation protein
* APNAJNJK_01016      K05540  283.27  489.0  4.4e-147 tRNA-dihydrouridine synthase B [EC:1.-.-.-]
* APNAJNJK_01019      K01262  248.40  324.5   4.4e-97 Xaa-Pro aminopeptidase [EC:3.4.11.9]
* APNAJNJK_01020      K07301  135.30  183.2   2.5e-54 cation:H+ antiporter
* APNAJNJK_01022      K01531  723.37 1336.1         0 P-type Mg2+ transporter [EC:7.2.2.14]
* APNAJNJK_01024      K02351  162.23  212.6   3.3e-63 putative membrane protein
* APNAJNJK_01025      K00963   80.00  150.3   2.9e-44 UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]
* APNAJNJK_01026      K01423  216.63  469.7  7.1e-141 beta-barrel assembly-enhancing protease [EC:3.4.-.-]
* APNAJNJK_01027      K07019  329.77  377.5  3.3e-113 uncharacterized protein
* APNAJNJK_01030      K00826  173.77  265.9   2.8e-79 branched-chain amino acid aminotransferase [EC:2.6.1.42]
* APNAJNJK_01034      K05373  380.70  484.3  7.9e-146 MFS transporter, putative signal transducer
* APNAJNJK_01035      K15721  587.53  865.3  1.1e-260 pesticin/yersiniabactin receptor
* APNAJNJK_01035      K02014  162.10  316.7   1.4e-94 iron complex outermembrane recepter protein
* APNAJNJK_01037      K11927  551.20  654.4  5.3e-197 ATP-dependent RNA helicase RhlE [EC:3.6.4.13]
* APNAJNJK_01042      K07795   99.77  338.6  2.1e-101 putative tricarboxylic transport membrane protein
* APNAJNJK_01044      K00254  178.23  466.9    3e-140 dihydroorotate dehydrogenase [EC:1.3.5.2]
* APNAJNJK_01045      K21420  147.00  357.9  2.1e-107 leucyl-tRNA---protein transferase [EC:2.3.2.29]
* APNAJNJK_01046      K00684  148.93  355.7  1.5e-106 leucyl/phenylalanyl-tRNA---protein transferase [EC:2.3.2.6]
* APNAJNJK_01047      K18453  145.30  235.5   4.8e-70 ADP-ribose/FAD diphosphatase [EC:3.6.1.13 3.6.1.18]
* APNAJNJK_01047      K03574   67.00   67.4   4.3e-19 8-oxo-dGTP diphosphatase [EC:3.6.1.55]
* APNAJNJK_01048      K18900  320.60  358.3    2e-107 LysR family transcriptional regulator, regulator for bpeEF and oprC
* APNAJNJK_01049      K15977   60.40   97.3   4.8e-28 putative oxidoreductase
* APNAJNJK_01056      K07733   32.53   71.1   3.7e-20 prophage regulatory protein
* APNAJNJK_01057      K12055  155.53  399.7  3.6e-120 chromosome partitioning related protein ParA
* APNAJNJK_01057      K03496  136.40  157.0   3.1e-46 chromosome partitioning protein
* APNAJNJK_01064      K03111   31.73   58.3     3e-16 single-strand DNA-binding protein
* APNAJNJK_01065      K03169  545.27  784.7  4.2e-236 DNA topoisomerase III [EC:5.6.2.1]
* APNAJNJK_01068      K01534  737.33  952.7  6.4e-287 Zn2+/Cd2+-exporting ATPase [EC:7.2.2.12 7.2.2.21]
* APNAJNJK_01069      K03101   28.53  174.9   6.3e-52 signal peptidase II [EC:3.4.23.36]
* APNAJNJK_01077      K08365  155.83  190.8   4.2e-57 MerR family transcriptional regulator, mercuric resistance operon regulatory protein
* APNAJNJK_01078      K08363   61.60  135.5   7.5e-40 mercuric ion transport protein
* APNAJNJK_01079      K08364   81.47  111.2   1.9e-32 periplasmic mercuric ion binding protein
* APNAJNJK_01079      K08363   61.60   68.2   2.7e-19 mercuric ion transport protein
* APNAJNJK_01080      K00520  464.80  783.6  6.4e-236 mercuric reductase [EC:1.16.1.1]
* APNAJNJK_01091      K00986   86.47  222.7   4.1e-66 RNA-directed DNA polymerase [EC:2.7.7.49]
* APNAJNJK_01091      K07451   45.07   51.1   4.3e-14 5-methylcytosine-specific restriction enzyme A [EC:3.1.21.-]
* APNAJNJK_01096      K00986   86.47  308.7   3.6e-92 RNA-directed DNA polymerase [EC:2.7.7.49]
* APNAJNJK_01105      K12071  279.17  528.2  1.1e-158 conjugal transfer pilus assembly protein TraD
* APNAJNJK_01129      K03530  112.87  123.8   2.8e-36 DNA-binding protein HU-beta
* APNAJNJK_01137      K09144   73.43  126.5   5.5e-37 uncharacterized protein
* APNAJNJK_01139      K07006   40.87   51.5     3e-14 uncharacterized protein
* APNAJNJK_01140      K01265  143.10  334.6  3.4e-100 methionyl aminopeptidase [EC:3.4.11.18]
* APNAJNJK_01143      K03449  131.97  342.4  1.3e-102 MFS transporter, CP family, cyanate transporter
* APNAJNJK_01146      K02014  162.10  343.5  1.1e-102 iron complex outermembrane recepter protein
* APNAJNJK_01148      K07006   40.87  133.6   2.9e-39 uncharacterized protein
* APNAJNJK_01149      K01992   18.40   18.6   0.00029 ABC-2 type transport system permease protein
* APNAJNJK_01150      K01992   18.40   38.2     3e-10 ABC-2 type transport system permease protein
* APNAJNJK_01152      K02014  162.10  321.5     5e-96 iron complex outermembrane recepter protein
* APNAJNJK_01153      K01586  270.77  272.4   2.6e-81 diaminopimelate decarboxylase [EC:4.1.1.20]
* APNAJNJK_01155      K03327  115.10  238.0   7.1e-71 multidrug resistance protein, MATE family
* APNAJNJK_01156      K00817  291.80  375.0  2.6e-112 histidinol-phosphate aminotransferase [EC:2.6.1.9]
* APNAJNJK_01158      K02014  162.10  296.2   2.3e-88 iron complex outermembrane recepter protein
* APNAJNJK_01166      K19155   54.80  219.5   1.6e-65 toxin YhaV [EC:3.1.-.-]
* APNAJNJK_01167      K19156   41.37  101.5   1.3e-29 antitoxin PrlF
* APNAJNJK_01168      K12070   79.70  233.0   2.9e-69 conjugal transfer pilus assembly protein TraI
* APNAJNJK_01170      K22042  102.13  155.8     5e-46 ArsR family transcriptional regulator, virulence genes transcriptional regulator
* APNAJNJK_01171      K01607   19.80   27.7   6.7e-07 4-carboxymuconolactone decarboxylase [EC:4.1.1.44]
* APNAJNJK_01175      K15721  587.53  884.7  1.4e-266 pesticin/yersiniabactin receptor
* APNAJNJK_01175      K02014  162.10  290.3   1.4e-86 iron complex outermembrane recepter protein
* APNAJNJK_01176      K14699  608.00  704.2  5.5e-212 ATP-binding cassette, subfamily B, bacterial IrtB/YbtQ [EC:7.-.-.-]
* APNAJNJK_01177      K14698  637.27  765.6  2.4e-230 ATP-binding cassette, subfamily B, bacterial IrtA/YbtP [EC:7.-.-.-]
* APNAJNJK_01178      K05373  380.70  474.6    7e-143 MFS transporter, putative signal transducer
* APNAJNJK_01179      K12243  196.07  202.8   3.2e-60 AraC family transcriptional regulator, transcriptional activator of the genes for pyochelin and ferripyochelin receptors
* APNAJNJK_01181      K16152  664.83  802.5  1.9e-241 heme acquisition protein HasR
* APNAJNJK_01183      K12536  510.87  803.7  4.3e-242 ATP-binding cassette, subfamily C, type I secretion system permease/ATPase
* APNAJNJK_01184      K07066   77.03  126.3   3.7e-37 uncharacterized protein
* APNAJNJK_01186      K12537  372.47  492.2  5.9e-148 membrane fusion protein, type I secretion system
* APNAJNJK_01187      K12538  444.37  484.9    7e-146 outer membrane protein, type I secretion system
* APNAJNJK_01187      K12340  240.50  255.1   5.5e-76 outer membrane protein
* APNAJNJK_01188      K04784 1738.60 2680.9         0 yersiniabactin nonribosomal peptide synthetase
* APNAJNJK_01189      K04786 1682.73 4490.7         0 yersiniabactin nonribosomal peptide/polyketide synthase
* APNAJNJK_01190      K04785  459.53  567.7  4.3e-171 yersiniabactin synthetase, thiazolinyl reductase component
* APNAJNJK_01191      K05374  281.93  377.4  9.7e-114 yersiniabactin synthetase, thioesterase component
* APNAJNJK_01192      K04783  812.40 1428.4         0 yersiniabactin salicyl-AMP ligase [EC:6.3.2.-]
* APNAJNJK_01192      K04781  507.13  531.3  8.4e-160 salicylate synthetase [EC:5.4.4.2 4.2.99.21]
* APNAJNJK_01193      K02362  111.37  228.1   8.4e-68 enterobactin synthetase component D [EC:6.3.2.14 2.7.8.-]
* APNAJNJK_01197      K00075  208.60  364.7  3.1e-109 UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]
* APNAJNJK_01198      K00215  131.17  310.0   9.1e-93 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]
* APNAJNJK_01199      K06186   69.27  191.4   9.4e-57 outer membrane protein assembly factor BamE
* APNAJNJK_01200      K03711  139.53  188.2   9.2e-56 Fur family transcriptional regulator, ferric uptake regulator
* APNAJNJK_01201      K03631  127.67  685.2  3.3e-206 DNA repair protein RecN (Recombination protein N)
* APNAJNJK_01202      K00858   35.10  264.3   6.5e-79 NAD+ kinase [EC:2.7.1.23]
* APNAJNJK_01203      K03705   63.77  414.9  1.4e-124 heat-inducible transcriptional repressor
* APNAJNJK_01204      K01772   79.67  380.9  4.1e-114 protoporphyrin/coproporphyrin ferrochelatase [EC:4.98.1.1 4.99.1.9]
* APNAJNJK_01206      K03687   33.93  190.0   2.3e-56 molecular chaperone GrpE
* APNAJNJK_01208      K04043  799.80  960.7    3e-289 molecular chaperone DnaK
* APNAJNJK_01209      K03686  404.07  531.2  1.8e-159 molecular chaperone DnaJ
* APNAJNJK_01211      K07263  254.50  479.4    9e-144 zinc protease [EC:3.4.24.-]
* APNAJNJK_01212      K03790  111.80  141.8   1.1e-41 [ribosomal protein S5]-alanine N-acetyltransferase [EC:2.3.1.267]
* APNAJNJK_01214      K24217  175.93  246.5   1.4e-73 L-amino acid N-acyltransferase [EC:2.3.1.-]
* APNAJNJK_01215      K09989  138.83  641.0  7.1e-193 uncharacterized protein
* APNAJNJK_01220      K00031  159.50  218.0   9.1e-65 isocitrate dehydrogenase [EC:1.1.1.42]
* APNAJNJK_01222      K02847  108.20  176.6   2.8e-52 O-antigen ligase [EC:2.4.1.-]
* APNAJNJK_01223      K03406   64.93  380.8  4.4e-114 methyl-accepting chemotaxis protein
* APNAJNJK_01224      K01714  250.97  255.4   3.5e-76 4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]
* APNAJNJK_01227      K07667  280.67  364.3  2.2e-109 two-component system, OmpR family, KDP operon response regulator KdpE
* APNAJNJK_01228      K07646  234.33 1010.3    3e-304 two-component system, OmpR family, sensor histidine kinase KdpD [EC:2.7.13.3]
* APNAJNJK_01229      K01548   41.43  286.9   4.6e-86 potassium-transporting ATPase KdpC subunit
* APNAJNJK_01230      K01547  347.83 1220.7         0 potassium-transporting ATPase ATP-binding subunit [EC:7.2.2.6]
* APNAJNJK_01231      K01546  174.83  923.0  3.8e-278 potassium-transporting ATPase potassium-binding subunit
* APNAJNJK_01232      K01545   25.40   33.5   1.4e-08 potassium-transporting ATPase KdpF subunit
* APNAJNJK_01234      K14393  286.17  584.6  5.6e-176 cation/acetate symporter
* APNAJNJK_01235      K03297  100.33  166.3   3.3e-49 small multidrug resistance pump
* APNAJNJK_01237      K00384  331.73  392.2  1.3e-117 thioredoxin reductase (NADPH) [EC:1.8.1.9]
* APNAJNJK_01238      K03466   58.33  776.7  8.6e-234 DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family
* APNAJNJK_01239      K03634   46.10  216.9   1.2e-64 outer membrane lipoprotein carrier protein
* APNAJNJK_01240      K09022   75.57  127.0   3.4e-37 2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]
* APNAJNJK_01241      K06015  129.47  617.9    9e-186 N-acyl-D-amino-acid deacylase [EC:3.5.1.81]
* APNAJNJK_01242      K19337  258.37  313.1   7.5e-94 RpiR family transcriptional regulator, carbohydrate utilization regulator
* APNAJNJK_01243      K02032  423.43  535.6  9.1e-161 peptide/nickel transport system ATP-binding protein
* APNAJNJK_01243      K10823  469.60  472.3  7.2e-142 oligopeptide transport system ATP-binding protein
* APNAJNJK_01244      K02031  437.70  534.1  3.1e-160 peptide/nickel transport system ATP-binding protein
* APNAJNJK_01245      K02034  258.23  366.8  6.4e-110 peptide/nickel transport system permease protein
* APNAJNJK_01246      K02033  271.33  432.4  9.4e-130 peptide/nickel transport system permease protein
* APNAJNJK_01247      K02035  246.87  279.7   1.8e-83 peptide/nickel transport system substrate-binding protein
* APNAJNJK_01248      K01753   97.57  275.1   4.3e-82 D-serine dehydratase [EC:4.3.1.18]
* APNAJNJK_01250      K07478  195.07  655.7  2.5e-197 putative ATPase
* APNAJNJK_01251      K01875   70.33  557.7  1.1e-167 seryl-tRNA synthetase [EC:6.1.1.11]
* APNAJNJK_01256      K01485  142.50  378.6  1.6e-113 cytosine/creatinine deaminase [EC:3.5.4.1 3.5.4.21]
* APNAJNJK_01260      K07795   99.77  277.5   7.2e-83 putative tricarboxylic transport membrane protein
* APNAJNJK_01261      K02014  162.10  255.9   3.6e-76 iron complex outermembrane recepter protein
* APNAJNJK_01262      K25282  202.40  341.1    2e-102 iron-siderophore transport system substrate-binding protein
* APNAJNJK_01263      K25285  299.90  359.9  2.6e-108 iron-siderophore transport system ATP-binding protein [EC:7.2.2.-]
* APNAJNJK_01263      K02013  262.67  300.7   7.1e-90 iron complex transport system ATP-binding protein [EC:7.2.2.-]
* APNAJNJK_01264      K25283  178.80  329.4   1.4e-98 iron-siderophore transport system permease protein
* APNAJNJK_01265      K25284  257.13  422.5  5.3e-127 iron-siderophore transport system permease protein
* APNAJNJK_01266      K14699  608.00  645.8  2.6e-194 ATP-binding cassette, subfamily B, bacterial IrtB/YbtQ [EC:7.-.-.-]
* APNAJNJK_01267      K14698  637.27  768.5  3.3e-231 ATP-binding cassette, subfamily B, bacterial IrtA/YbtP [EC:7.-.-.-]
* APNAJNJK_01270      K03455  121.20  360.8  5.5e-108 monovalent cation:H+ antiporter-2, CPA2 family
* APNAJNJK_01271      K00019  191.07  243.5   1.6e-72 3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]
* APNAJNJK_01272      K09861   48.93  282.3   1.6e-84 uncharacterized protein
* APNAJNJK_01274      K01652  506.80  798.0  2.9e-240 acetolactate synthase I/II/III large subunit [EC:2.2.1.6]
* APNAJNJK_01275      K01653   51.77  245.4   3.4e-73 acetolactate synthase I/III small subunit [EC:2.2.1.6]
* APNAJNJK_01276      K00053  173.37  491.7  1.4e-147 ketol-acid reductoisomerase [EC:1.1.1.86]
* APNAJNJK_01277      K17103  130.73  309.8   9.5e-93 CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]
* APNAJNJK_01279      K02956   27.50  138.6   1.2e-40 small subunit ribosomal protein S15
* APNAJNJK_01280      K00962  321.87 1062.2         0 polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]
* APNAJNJK_01282      K01754  257.83  500.7  1.9e-150 threonine dehydratase [EC:4.3.1.19]
* APNAJNJK_01284      K01501  210.03  414.8  1.2e-124 nitrilase [EC:3.5.5.1]
* APNAJNJK_01285      K18297  276.63  373.3  4.7e-112 LysR family transcriptional regulator, mexEF-oprN operon transcriptional activator
* APNAJNJK_01290      K00344  274.93  376.1  9.4e-113 NADPH:quinone reductase [EC:1.6.5.5]
* APNAJNJK_01291      K01803  318.30  342.7  1.3e-102 triosephosphate isomerase (TIM) [EC:5.3.1.1]
* APNAJNJK_01292      K03075   28.57  102.5     9e-30 preprotein translocase subunit SecG
* APNAJNJK_01298      K07093  122.93  588.1  1.2e-176 uncharacterized protein
* APNAJNJK_01300      K03406   64.93  315.2   3.3e-94 methyl-accepting chemotaxis protein
* APNAJNJK_01301      K07078  125.03  319.5   6.1e-96 uncharacterized protein
* APNAJNJK_01304      K10938  188.77  346.7  1.9e-104 accessory colonization factor AcfC
* APNAJNJK_01306      K03668   41.10   64.7   3.3e-18 heat shock protein HslJ
* APNAJNJK_01307      K06886   32.63  122.4   1.1e-35 hemoglobin
* APNAJNJK_01308      K21563  199.23  209.8     2e-62 CRP/FNR family transcriptional regulator, dissimilatory nitrate respiration regulator
* APNAJNJK_01310      K02050  137.87  172.6   4.3e-51 NitT/TauT family transport system permease protein
* APNAJNJK_01312      K02014  162.10  219.5   3.6e-65 iron complex outermembrane recepter protein
* APNAJNJK_01313      K09943   62.40  175.4   2.6e-52 uncharacterized protein
* APNAJNJK_01314      K23514  168.77  225.8     1e-67 RNA polymerase sigma-19 factor, ECF subfamily
* APNAJNJK_01314      K03088   59.37   94.8   2.4e-27 RNA polymerase sigma-70 factor, ECF subfamily
* APNAJNJK_01315      K07165   43.50  191.3   1.3e-56 transmembrane sensor
* APNAJNJK_01316      K16088  500.73  868.3  2.1e-261 outer-membrane receptor for ferric coprogen and ferric-rhodotorulic acid
* APNAJNJK_01316      K02014  162.10  282.8   2.5e-84 iron complex outermembrane recepter protein
* APNAJNJK_01319      K07649  413.20  546.1  3.4e-164 two-component system, OmpR family, sensor histidine kinase TctE [EC:2.7.13.3]
* APNAJNJK_01320      K07774  291.13  335.0    9e-101 two-component system, OmpR family, response regulator TctD
