locus_tag	ftype	length_bp	gene	EC_number	COG	product
AKMGFOCH_01532	CDS	1143	dapE_2	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
AKMGFOCH_01533	CDS	897	prmB	2.1.1.298	COG2890	50S ribosomal protein L3 glutamine methyltransferase
AKMGFOCH_01534	CDS	1935	yheS_2		COG0488	putative ABC transporter ATP-binding protein YheS
AKMGFOCH_01535	CDS	489	ylaC			RNA polymerase sigma factor YlaC
AKMGFOCH_01536	CDS	933	fecR_8		COG3712	Protein FecR
AKMGFOCH_01537	CDS	2631				hypothetical protein
AKMGFOCH_01538	CDS	2622				hypothetical protein
AKMGFOCH_01539	CDS	663				hypothetical protein
AKMGFOCH_01540	CDS	1254				hypothetical protein
AKMGFOCH_01541	CDS	306				hypothetical protein
AKMGFOCH_01542	CDS	2292	uvrD	3.6.4.12	COG0210	DNA helicase II
AKMGFOCH_01543	CDS	1209				hypothetical protein
AKMGFOCH_01544	CDS	396				hypothetical protein
AKMGFOCH_01545	CDS	2349	rsmB_1	2.1.1.176		Ribosomal RNA small subunit methyltransferase B
AKMGFOCH_01546	CDS	603	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
AKMGFOCH_01547	CDS	858	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
AKMGFOCH_01548	CDS	2862	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
AKMGFOCH_01549	CDS	525	lspA_1	3.4.23.36	COG0597	Lipoprotein signal peptidase
AKMGFOCH_01550	CDS	1197	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
AKMGFOCH_01551	CDS	990				hypothetical protein
AKMGFOCH_01552	CDS	690				hypothetical protein
AKMGFOCH_01553	CDS	930				hypothetical protein
AKMGFOCH_01554	CDS	705	pepE	3.4.13.21	COG3340	Peptidase E
AKMGFOCH_01555	CDS	768	xynR_2		COG1414	HTH-type transcriptional regulator XynR
AKMGFOCH_01556	CDS	1041				hypothetical protein
AKMGFOCH_01557	CDS	639				hypothetical protein
AKMGFOCH_01558	CDS	534				hypothetical protein
AKMGFOCH_01559	CDS	669				hypothetical protein
AKMGFOCH_01560	CDS	1113	namA_1	1.6.99.1	COG1902	NADPH dehydrogenase
AKMGFOCH_01561	CDS	771	glnQ_6	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
AKMGFOCH_01562	CDS	672	yecS_3		COG0765	L-cystine transport system permease protein YecS
AKMGFOCH_01563	CDS	654	yecS_4		COG0765	L-cystine transport system permease protein YecS
AKMGFOCH_01564	CDS	912				hypothetical protein
AKMGFOCH_01565	CDS	1173				hypothetical protein
AKMGFOCH_01566	CDS	945	lhpI	1.5.1.49	COG2423	Delta(1)-pyrroline-2-carboxylate reductase
AKMGFOCH_01567	CDS	426	osmC	1.11.1.15	COG1764	Peroxiredoxin OsmC
AKMGFOCH_01568	CDS	1290	mntH			Divalent metal cation transporter MntH
AKMGFOCH_01569	CDS	1044	ssuD	1.14.14.5		Alkanesulfonate monooxygenase
AKMGFOCH_01570	CDS	624	yfcG_3	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
AKMGFOCH_01571	CDS	885	gcvA_4			Glycine cleavage system transcriptional activator
AKMGFOCH_01572	CDS	222				hypothetical protein
AKMGFOCH_01573	CDS	630				hypothetical protein
AKMGFOCH_01574	CDS	1284				L-lactate transporter
AKMGFOCH_01575	CDS	738	livF_5		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
AKMGFOCH_01576	CDS	801	lptB_3	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
AKMGFOCH_01577	CDS	1089				hypothetical protein
AKMGFOCH_01578	CDS	930	livH_4		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
AKMGFOCH_01579	CDS	1146	braC_3		COG0683	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein
AKMGFOCH_01580	CDS	3822	putA		COG0506	Bifunctional protein PutA
AKMGFOCH_01581	CDS	684				hypothetical protein
AKMGFOCH_01582	CDS	1665	pqiB		COG3008	Intermembrane transport protein PqiB
AKMGFOCH_01583	CDS	1317	pqiA		COG2995	Intermembrane transport protein PqiA
AKMGFOCH_01584	CDS	2310	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
AKMGFOCH_01585	CDS	2268	pbpC		COG4953	Penicillin-binding protein 1C
AKMGFOCH_01586	CDS	5214	yfhM		COG2373	Alpha-2-macroglobulin
AKMGFOCH_01587	CDS	315	clpS		COG2127	ATP-dependent Clp protease adapter protein ClpS
AKMGFOCH_01588	CDS	246	cspE			Cold shock-like protein CspE
AKMGFOCH_01589	CDS	519				hypothetical protein
AKMGFOCH_01590	CDS	1206	pcaF_2	2.3.1.174	COG0183	Beta-ketoadipyl-CoA thiolase
AKMGFOCH_01591	CDS	1410	clcA		COG0038	H(+)/Cl(-) exchange transporter ClcA
AKMGFOCH_01592	CDS	1728	trg_2		COG0840	Methyl-accepting chemotaxis protein III
AKMGFOCH_01593	CDS	579		1.15.1.1		Superoxide dismutase [Fe]
AKMGFOCH_01594	CDS	3276				hypothetical protein
AKMGFOCH_01595	CDS	1365	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
AKMGFOCH_01596	CDS	618	tolQ_1			Tol-Pal system protein TolQ
AKMGFOCH_01597	CDS	414	tolR_1			Tol-Pal system protein TolR
AKMGFOCH_01598	CDS	1050	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
AKMGFOCH_01599	CDS	2238	igaA			Intracellular growth attenuator protein igaA
AKMGFOCH_01600	CDS	183				hypothetical protein
AKMGFOCH_01601	CDS	765	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
AKMGFOCH_01602	CDS	657	adk	2.7.4.3		Adenylate kinase
AKMGFOCH_01603	CDS	759		1.-.-.-		putative oxidoreductase
AKMGFOCH_01604	CDS	1560	murJ_1		COG0728	Lipid II flippase MurJ
AKMGFOCH_01605	CDS	972				hypothetical protein
AKMGFOCH_01606	CDS	300	rpsT		COG0268	30S ribosomal protein S20
AKMGFOCH_01607	CDS	915	occR_4			Octopine catabolism/uptake operon regulatory protein OccR
AKMGFOCH_01608	CDS	1230	lysA_1	4.1.1.20		Diaminopimelate decarboxylase
AKMGFOCH_01609	CDS	768	garL	4.1.2.20	COG3836	5-keto-4-deoxy-D-glucarate aldolase
AKMGFOCH_01610	CDS	996				hypothetical protein
AKMGFOCH_01611	CDS	1107	yjmC_2	1.1.1.-	COG2055	putative oxidoreductase YjmC
AKMGFOCH_01612	CDS	774	pdhR		COG2186	Pyruvate dehydrogenase complex repressor
AKMGFOCH_01613	CDS	930				hypothetical protein
AKMGFOCH_01614	CDS	1002				hypothetical protein
AKMGFOCH_01615	CDS	972				hypothetical protein
AKMGFOCH_01616	CDS	957		1.1.1.215	COG1052	2-ketogluconate reductase
AKMGFOCH_01617	CDS	240				hypothetical protein
AKMGFOCH_01618	CDS	774				hypothetical protein
AKMGFOCH_01619	CDS	1365	radA	3.6.4.-	COG1066	DNA repair protein RadA
AKMGFOCH_01620	CDS	645				hypothetical protein
AKMGFOCH_01621	CDS	447	farR			HTH-type transcriptional regulator FarR
AKMGFOCH_01622	CDS	852	hpcB	1.13.11.15	COG3384	3,4-dihydroxyphenylacetate 2,3-dioxygenase
AKMGFOCH_01623	CDS	1467	betB	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
AKMGFOCH_01624	CDS	1029				hypothetical protein
AKMGFOCH_01625	CDS	750	hpcE		COG0179	Homoprotocatechuate catabolism bifunctional isomerase/decarboxylase
AKMGFOCH_01626	CDS	804	hpcG_3	4.2.1.163		2-oxo-hept-4-ene-1,7-dioate hydratase
AKMGFOCH_01627	CDS	801	hpcH_2	4.1.2.52	COG3836	4-hydroxy-2-oxo-heptane-1,7-dioate aldolase
AKMGFOCH_01628	CDS	720	fabG_4	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
AKMGFOCH_01629	CDS	1131	dadX_1	5.1.1.1	COG0787	Alanine racemase, catabolic
AKMGFOCH_01630	CDS	831	hpnC	4.2.3.156	COG1562	Hydroxysqualene synthase
AKMGFOCH_01631	CDS	864	crtB	2.5.1.32		15-cis-phytoene synthase
AKMGFOCH_01632	CDS	1326	hpnE	1.17.8.1	COG2907	Hydroxysqualene dehydroxylase
AKMGFOCH_01633	CDS	393	crcB_2		COG0239	Putative fluoride ion transporter CrcB
AKMGFOCH_01634	CDS	555				hypothetical protein
AKMGFOCH_01635	CDS	627				hypothetical protein
AKMGFOCH_01636	CDS	516				hypothetical protein
AKMGFOCH_01637	CDS	801				hypothetical protein
AKMGFOCH_01638	CDS	1017	apbE_1	2.7.1.180	COG1477	FAD:protein FMN transferase
AKMGFOCH_01639	CDS	1371				hypothetical protein
AKMGFOCH_01640	CDS	960				hypothetical protein
AKMGFOCH_01641	CDS	1467	dag	3.5.1.82		N-acyl-D-glutamate deacylase
AKMGFOCH_01642	CDS	969	cynR_5			HTH-type transcriptional regulator CynR
AKMGFOCH_01643	CDS	444				hypothetical protein
AKMGFOCH_01644	CDS	831				hypothetical protein
AKMGFOCH_01645	tRNA	93				tRNA-Ala(ggc)
AKMGFOCH_01646	CDS	750				hypothetical protein
AKMGFOCH_01647	CDS	1650				hypothetical protein
AKMGFOCH_01648	CDS	1191	sqr	1.8.5.4	COG0446	Sulfide-quinone reductase
AKMGFOCH_01649	CDS	441				hypothetical protein
AKMGFOCH_01650	CDS	2607	clpB		COG0542	Chaperone protein ClpB
AKMGFOCH_01651	CDS	432				hypothetical protein
AKMGFOCH_01652	CDS	678	anr			Transcriptional activator protein Anr
AKMGFOCH_01653	CDS	1194				hypothetical protein
AKMGFOCH_01654	CDS	1098	virS			HTH-type transcriptional regulator VirS
AKMGFOCH_01655	CDS	1116	namA_2	1.6.99.1	COG1902	NADPH dehydrogenase
AKMGFOCH_01656	CDS	927				hypothetical protein
AKMGFOCH_01657	CDS	960				hypothetical protein
AKMGFOCH_01658	CDS	843	dhmA_2	3.8.1.5		Haloalkane dehalogenase
AKMGFOCH_01659	CDS	1497				hypothetical protein
AKMGFOCH_01660	CDS	882	menH_3	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
AKMGFOCH_01661	CDS	981	gcvA_5			Glycine cleavage system transcriptional activator
AKMGFOCH_01662	CDS	1020				hypothetical protein
AKMGFOCH_01663	CDS	1302	kgtP_1			Alpha-ketoglutarate permease
AKMGFOCH_01664	CDS	447				hypothetical protein
AKMGFOCH_01665	CDS	336				Ferredoxin
AKMGFOCH_01666	CDS	588	nudF	3.6.1.13	COG0494	ADP-ribose pyrophosphatase
AKMGFOCH_01667	CDS	1026	adhT_1	1.1.1.1		Alcohol dehydrogenase
AKMGFOCH_01668	CDS	246				hypothetical protein
AKMGFOCH_01669	CDS	1284				hypothetical protein
AKMGFOCH_01670	CDS	993				hypothetical protein
AKMGFOCH_01671	CDS	705				hypothetical protein
AKMGFOCH_01672	CDS	1377				hypothetical protein
AKMGFOCH_01673	CDS	321				hypothetical protein
AKMGFOCH_01674	CDS	726				hypothetical protein
AKMGFOCH_01675	CDS	2454	virB4_1		COG3451	Type IV secretion system protein virB4
AKMGFOCH_01676	CDS	273				hypothetical protein
AKMGFOCH_01677	CDS	384				hypothetical protein
AKMGFOCH_01678	CDS	1053			COG0630	Type IV secretion system protein VirB11
AKMGFOCH_01679	CDS	465				hypothetical protein
AKMGFOCH_01680	CDS	2001	traG_1			Conjugal transfer protein TraG
AKMGFOCH_01681	CDS	279				hypothetical protein
AKMGFOCH_01682	CDS	945	hcaR_4			Hca operon transcriptional activator HcaR
AKMGFOCH_01683	CDS	852				hypothetical protein
AKMGFOCH_01684	CDS	942	chrB1_1			Protein ChrB
AKMGFOCH_01685	CDS	1371				hypothetical protein
AKMGFOCH_01686	CDS	600	chrC	1.15.1.1		Superoxide dismutase [Fe]
AKMGFOCH_01687	CDS	450	chrB1_2			Protein ChrB
AKMGFOCH_01688	CDS	1986				hypothetical protein
AKMGFOCH_01689	CDS	600				hypothetical protein
AKMGFOCH_01690	CDS	525				hypothetical protein
AKMGFOCH_01691	CDS	285				hypothetical protein
AKMGFOCH_01692	CDS	639	soj_1	3.6.-.-	COG1192	Chromosome-partitioning ATPase Soj
AKMGFOCH_01693	CDS	858				hypothetical protein
AKMGFOCH_01694	CDS	282				hypothetical protein
AKMGFOCH_01695	CDS	771				hypothetical protein
AKMGFOCH_01696	CDS	351				hypothetical protein
AKMGFOCH_01697	CDS	306				hypothetical protein
AKMGFOCH_01698	CDS	315				hypothetical protein
AKMGFOCH_01699	CDS	210				hypothetical protein
AKMGFOCH_01700	CDS	1470	noc_1			Nucleoid occlusion protein
AKMGFOCH_01701	CDS	825				hypothetical protein
AKMGFOCH_01702	CDS	279				hypothetical protein
AKMGFOCH_01703	CDS	351				hypothetical protein
AKMGFOCH_01704	CDS	1311				hypothetical protein
AKMGFOCH_01705	CDS	186				hypothetical protein
AKMGFOCH_01706	CDS	393				hypothetical protein
AKMGFOCH_01707	CDS	1065	yhcG_1	3.1.-.-	COG4804	Putative nuclease YhcG
AKMGFOCH_01708	CDS	1200				hypothetical protein
AKMGFOCH_01709	CDS	921	dmlR_8			HTH-type transcriptional regulator DmlR
AKMGFOCH_01710	CDS	1254	dnaK_1		COG0443	Chaperone protein DnaK
AKMGFOCH_01711	CDS	1206				hypothetical protein
AKMGFOCH_01712	CDS	408				hypothetical protein
AKMGFOCH_01713	CDS	2133	fptA_3		COG4773	Fe(3+)-pyochelin receptor
AKMGFOCH_01714	CDS	2145	fptA_4		COG4773	Fe(3+)-pyochelin receptor
AKMGFOCH_01715	CDS	2145	fptA_5		COG4773	Fe(3+)-pyochelin receptor
AKMGFOCH_01716	CDS	831	pchR		COG2207	Regulatory protein PchR
AKMGFOCH_01717	CDS	966	cdhR_1		COG4977	HTH-type transcriptional regulator CdhR
AKMGFOCH_01718	CDS	1227	rfnT_1			Riboflavin transporter RfnT
AKMGFOCH_01719	CDS	333				hypothetical protein
AKMGFOCH_01720	CDS	225				hypothetical protein
AKMGFOCH_01721	CDS	546	sttH	3.5.2.19		Streptothricin hydrolase
AKMGFOCH_01722	CDS	576				hypothetical protein
AKMGFOCH_01723	CDS	654	gstB_4	2.5.1.18	COG0625	Glutathione S-transferase GstB
AKMGFOCH_01724	CDS	474				hypothetical protein
AKMGFOCH_01725	CDS	741	xynR_3		COG1414	HTH-type transcriptional regulator XynR
AKMGFOCH_01726	CDS	969				hypothetical protein
AKMGFOCH_01727	CDS	144				hypothetical protein
AKMGFOCH_01728	CDS	684	ligK_2	4.1.3.17	COG0684	4-carboxy-4-hydroxy-2-oxoadipate aldolase
AKMGFOCH_01729	CDS	948	ghrB_2	1.1.1.81		Glyoxylate/hydroxypyruvate reductase B
AKMGFOCH_01730	CDS	1071				hypothetical protein
AKMGFOCH_01731	CDS	951				hypothetical protein
AKMGFOCH_01732	CDS	999				hypothetical protein
AKMGFOCH_01733	CDS	915				hypothetical protein
AKMGFOCH_01734	CDS	426				hypothetical protein
AKMGFOCH_01735	CDS	747				hypothetical protein
AKMGFOCH_01736	CDS	333				hypothetical protein
AKMGFOCH_01737	CDS	1230	fmdA	3.5.1.49		Formamidase
AKMGFOCH_01738	CDS	609				hypothetical protein
AKMGFOCH_01739	CDS	357				hypothetical protein
AKMGFOCH_01740	CDS	1479	sufS	4.4.1.16		Cysteine desulfurase
AKMGFOCH_01741	CDS	489	decR_2		COG1522	DNA-binding transcriptional activator DecR
AKMGFOCH_01742	CDS	513				hypothetical protein
AKMGFOCH_01743	CDS	1854	gsiA_4	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
AKMGFOCH_01744	CDS	1533	dppA_2		COG0747	Periplasmic dipeptide transport protein
AKMGFOCH_01745	CDS	924	nikB		COG0601	Nickel transport system permease protein NikB
AKMGFOCH_01746	CDS	867	gsiD_5		COG1173	Glutathione transport system permease protein GsiD
AKMGFOCH_01747	CDS	1740				hypothetical protein
AKMGFOCH_01748	CDS	438	yjaB_1	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YjaB
AKMGFOCH_01749	CDS	288				hypothetical protein
AKMGFOCH_01750	CDS	207				hypothetical protein
AKMGFOCH_01751	CDS	576				hypothetical protein
AKMGFOCH_01752	CDS	636				hypothetical protein
AKMGFOCH_01753	CDS	1596				hypothetical protein
AKMGFOCH_01754	CDS	1365				hypothetical protein
AKMGFOCH_01755	CDS	714				hypothetical protein
AKMGFOCH_01756	CDS	921	gbpR_1			HTH-type transcriptional regulator GbpR
AKMGFOCH_01757	CDS	951		3.5.4.2	COG1816	Adenine deaminase
AKMGFOCH_01758	CDS	1266	pnbA	3.1.1.-	COG2272	Para-nitrobenzyl esterase
AKMGFOCH_01759	CDS	951				hypothetical protein
AKMGFOCH_01760	CDS	699				hypothetical protein
AKMGFOCH_01761	CDS	1494	stp_3			Multidrug resistance protein Stp
AKMGFOCH_01762	CDS	1389	scmP	3.5.1.-	COG1473	N-acetylcysteine deacetylase
AKMGFOCH_01763	CDS	978				hypothetical protein
AKMGFOCH_01764	CDS	918				hypothetical protein
AKMGFOCH_01765	CDS	510				hypothetical protein
AKMGFOCH_01766	CDS	804	nadX	1.4.1.21		L-aspartate dehydrogenase
AKMGFOCH_01767	CDS	1833	bacA		COG4178	Vitamin B12 transport ATP-binding protein BacA
AKMGFOCH_01768	CDS	888	benM_2			HTH-type transcriptional regulator BenM
AKMGFOCH_01769	CDS	864	pmdD_1	3.1.1.57	COG3618	2-pyrone-4,6-dicarbaxylate hydrolase
AKMGFOCH_01770	CDS	990				hypothetical protein
AKMGFOCH_01771	CDS	1701				hypothetical protein
AKMGFOCH_01772	CDS	381	hslR		COG1188	Heat shock protein 15
AKMGFOCH_01773	CDS	1143				hypothetical protein
AKMGFOCH_01774	CDS	444				hypothetical protein
AKMGFOCH_01775	CDS	1077				hypothetical protein
AKMGFOCH_01776	CDS	1197	mdeA_2	4.4.1.11		L-methionine gamma-lyase
AKMGFOCH_01777	CDS	657	metI_1		COG2011	D-methionine transport system permease protein MetI
AKMGFOCH_01778	CDS	1107	metN_1	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
AKMGFOCH_01779	CDS	840	metQ_2		COG1464	D-methionine-binding lipoprotein MetQ
AKMGFOCH_01780	CDS	426				hypothetical protein
AKMGFOCH_01781	CDS	1404	nanT_1			Sialic acid transporter NanT
AKMGFOCH_01782	CDS	993	rhaS_3			HTH-type transcriptional activator RhaS
AKMGFOCH_01783	CDS	1098	odh	1.5.1.28		Opine dehydrogenase
AKMGFOCH_01784	CDS	1014	hbd_1	1.1.1.157	COG1250	3-hydroxybutyryl-CoA dehydrogenase
AKMGFOCH_01785	CDS	1272	ampC	3.5.2.6		Beta-lactamase
AKMGFOCH_01786	CDS	1230	dadA_1	1.4.99.-	COG0665	D-amino acid dehydrogenase
AKMGFOCH_01787	CDS	1560	lcfB_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
AKMGFOCH_01788	CDS	1182	pcaF_3	2.3.1.174		Beta-ketoadipyl-CoA thiolase
AKMGFOCH_01789	CDS	441				hypothetical protein
AKMGFOCH_01790	CDS	429				hypothetical protein
AKMGFOCH_01791	CDS	831	fabG_5	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase
AKMGFOCH_01792	CDS	1152	mmgC_2	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
AKMGFOCH_01793	CDS	1050	uctC_3	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
AKMGFOCH_01794	CDS	801	fabM	5.3.3.14	COG1024	Trans-2-decenoyl-[acyl-carrier-protein] isomerase
AKMGFOCH_01795	CDS	981				hypothetical protein
AKMGFOCH_01796	CDS	864				hypothetical protein
AKMGFOCH_01797	CDS	786	glnH_4		COG0834	Glutamine-binding periplasmic protein
AKMGFOCH_01798	CDS	675	glnM_2		COG0765	putative glutamine ABC transporter permease protein GlnM
AKMGFOCH_01799	CDS	771	glnQ_7			Glutamine transport ATP-binding protein GlnQ
AKMGFOCH_01800	CDS	1188	dapX	2.6.1.-	COG0436	putative N-acetyl-LL-diaminopimelate aminotransferase
AKMGFOCH_01801	CDS	1332	nicT_2			Putative metabolite transport protein NicT
AKMGFOCH_01802	CDS	954		3.5.1.77		N-carbamoyl-D-amino acid hydrolase
AKMGFOCH_01803	CDS	1257	hyuC_1	3.5.1.87	COG0624	N-carbamoyl-L-amino-acid hydrolase
AKMGFOCH_01804	CDS	1248	ygeX	4.3.1.15	COG1171	Diaminopropionate ammonia-lyase
AKMGFOCH_01805	CDS	849				hypothetical protein
AKMGFOCH_01806	CDS	744				hypothetical protein
AKMGFOCH_01807	CDS	789	yddE	5.1.-.-	COG0384	putative isomerase YddE
AKMGFOCH_01808	CDS	1524	gabR_2		COG1167	HTH-type transcriptional regulatory protein GabR
AKMGFOCH_01809	CDS	1716	nqrF_1	7.2.1.1		Na(+)-translocating NADH-quinone reductase subunit F
AKMGFOCH_01810	CDS	537				hypothetical protein
AKMGFOCH_01811	CDS	948	yfeX	1.11.1.-	COG2837	Dye-decolorizing peroxidase YfeX
AKMGFOCH_01812	CDS	810				hypothetical protein
AKMGFOCH_01813	CDS	408				hypothetical protein
AKMGFOCH_01814	CDS	603				hypothetical protein
AKMGFOCH_01815	CDS	3279				hypothetical protein
AKMGFOCH_01816	CDS	498				hypothetical protein
AKMGFOCH_01817	CDS	2256	era_1			GTPase Era
AKMGFOCH_01818	CDS	606				hypothetical protein
AKMGFOCH_01819	CDS	159				hypothetical protein
AKMGFOCH_01820	CDS	642				hypothetical protein
AKMGFOCH_01821	CDS	1047				hypothetical protein
AKMGFOCH_01822	CDS	789	sir2	2.3.1.286	COG0846	NAD-dependent protein deacylase Sir2
AKMGFOCH_01823	CDS	495				hypothetical protein
AKMGFOCH_01824	CDS	903	dmlR_9			HTH-type transcriptional regulator DmlR
AKMGFOCH_01825	CDS	1389	ribZ_2			Riboflavin transporter RibZ
AKMGFOCH_01826	CDS	939	gsiC_4		COG0601	Glutathione transport system permease protein GsiC
AKMGFOCH_01827	CDS	906	gsiD_6		COG1173	Glutathione transport system permease protein GsiD
AKMGFOCH_01828	CDS	1578	gsiB_4		COG0747	Glutathione-binding protein GsiB
AKMGFOCH_01829	CDS	1455	atzA	3.8.1.8		Atrazine chlorohydrolase
AKMGFOCH_01830	CDS	1761	gsiA_5	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
AKMGFOCH_01831	CDS	681	hyuA	5.1.99.5	COG4126	Hydantoin racemase
AKMGFOCH_01832	CDS	963	occR_5			Octopine catabolism/uptake operon regulatory protein OccR
AKMGFOCH_01833	CDS	960		3.5.1.77		N-carbamoyl-D-amino acid hydrolase
AKMGFOCH_01834	CDS	1470		3.5.2.-		D-hydantoinase
AKMGFOCH_01835	CDS	975	cdhR_2		COG4977	HTH-type transcriptional regulator CdhR
AKMGFOCH_01836	CDS	372	ybaA		COG5507	putative protein YbaA
AKMGFOCH_01837	CDS	504			COG2764	putative protein
AKMGFOCH_01838	CDS	513				hypothetical protein
AKMGFOCH_01839	CDS	1068				hypothetical protein
AKMGFOCH_01840	CDS	183				hypothetical protein
AKMGFOCH_01841	CDS	699				hypothetical protein
AKMGFOCH_01842	CDS	771	nimR_4			HTH-type transcriptional regulator NimR
AKMGFOCH_01843	CDS	816				hypothetical protein
AKMGFOCH_01844	CDS	897				hypothetical protein
AKMGFOCH_01845	CDS	612				hypothetical protein
AKMGFOCH_01846	CDS	1146	cntA	1.14.13.239	COG4638	Carnitine monooxygenase oxygenase subunit
AKMGFOCH_01847	CDS	822				hypothetical protein
AKMGFOCH_01848	CDS	1332				hypothetical protein
AKMGFOCH_01849	CDS	12132	dltA_1	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
AKMGFOCH_01850	CDS	1182	fadA_3	2.3.1.16		3-ketoacyl-CoA thiolase
AKMGFOCH_01851	CDS	1560	lcfB_2	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
AKMGFOCH_01852	CDS	1095			COG1638	Solute-binding protein
AKMGFOCH_01853	CDS	531				hypothetical protein
AKMGFOCH_01854	CDS	1317	dctM_4		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
AKMGFOCH_01855	CDS	561				hypothetical protein
AKMGFOCH_01856	CDS	660				hypothetical protein
AKMGFOCH_01857	CDS	1182	thlA_1	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
AKMGFOCH_01858	CDS	393				hypothetical protein
AKMGFOCH_01859	CDS	699	ligE			Beta-etherase
AKMGFOCH_01860	CDS	762	yadH_1		COG0842	Inner membrane transport permease YadH
AKMGFOCH_01861	CDS	924	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
AKMGFOCH_01862	CDS	1164				hypothetical protein
AKMGFOCH_01863	CDS	639	uvrY_1		COG2197	Response regulator UvrY
AKMGFOCH_01864	CDS	1386	cmpC_2	3.6.3.-		Bicarbonate transport ATP-binding protein CmpC
AKMGFOCH_01865	CDS	843	nrtB		COG0600	Nitrate import permease protein NrtB
AKMGFOCH_01866	CDS	795	cmpD_1	3.6.3.-		Bicarbonate transport ATP-binding protein CmpD
AKMGFOCH_01867	CDS	447	cynS	4.2.1.104	COG1513	Cyanate hydratase
AKMGFOCH_01868	CDS	867	pdxK	2.7.1.35	COG2240	Pyridoxine/pyridoxal/pyridoxamine kinase
AKMGFOCH_01869	CDS	483				hypothetical protein
AKMGFOCH_01870	CDS	321				hypothetical protein
AKMGFOCH_01871	CDS	1071	surA_1	5.2.1.8		Chaperone SurA
AKMGFOCH_01872	CDS	486				hypothetical protein
AKMGFOCH_01873	CDS	696				hypothetical protein
AKMGFOCH_01874	CDS	1707				hypothetical protein
AKMGFOCH_01875	CDS	717				hypothetical protein
AKMGFOCH_01876	CDS	420	exbD_1		COG0848	Biopolymer transport protein ExbD
AKMGFOCH_01877	CDS	1923	tolQ_2			Tol-Pal system protein TolQ
AKMGFOCH_01878	CDS	1617				hypothetical protein
AKMGFOCH_01879	CDS	12693				hypothetical protein
AKMGFOCH_01880	CDS	1011				hypothetical protein
AKMGFOCH_01881	CDS	543				hypothetical protein
AKMGFOCH_01882	CDS	696				hypothetical protein
AKMGFOCH_01883	CDS	12597				hypothetical protein
