locus_tag	ftype	length_bp	gene	EC_number	COG	product
APNAJNJK_01425	CDS	354	rutC_2	1.-.-.-		Putative aminoacrylate peracid reductase RutC
APNAJNJK_01426	CDS	510				hypothetical protein
APNAJNJK_01427	CDS	834	mtfA		COG3228	Protein MtfA
APNAJNJK_01428	CDS	2292	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
APNAJNJK_01429	CDS	1314	proP_1			Proline/betaine transporter
APNAJNJK_01430	CDS	1152	argE_1	3.5.1.16	COG0624	Acetylornithine deacetylase
APNAJNJK_01431	CDS	1200	trpB_1	4.2.1.20	COG0133	Tryptophan synthase beta chain
APNAJNJK_01432	CDS	867	trpA_1	4.2.1.20	COG0159	Tryptophan synthase alpha chain
APNAJNJK_01433	CDS	879	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
APNAJNJK_01434	CDS	549	pagL	3.1.1.77		Lipid A deacylase PagL
APNAJNJK_01435	CDS	3075	rne	3.1.26.12		Ribonuclease E
APNAJNJK_01436	CDS	951	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
APNAJNJK_01437	CDS	666			COG0546	putative protein
APNAJNJK_01438	CDS	969	msrP_2	1.8.5.-	COG2041	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
APNAJNJK_01439	CDS	654	msrQ		COG2717	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
APNAJNJK_01440	CDS	786	amiD_2	3.5.1.28	COG3023	N-acetylmuramoyl-L-alanine amidase AmiD
APNAJNJK_01441	CDS	711	rsmI_1	2.1.1.198		Ribosomal RNA small subunit methyltransferase I
APNAJNJK_01442	CDS	603	yceF	3.6.1.-	COG0424	7-methyl-GTP pyrophosphatase
APNAJNJK_01443	CDS	474				hypothetical protein
APNAJNJK_01444	CDS	183	rpmF		COG0333	50S ribosomal protein L32
APNAJNJK_01445	CDS	1044	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
APNAJNJK_01446	CDS	987	fabH	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
APNAJNJK_01447	CDS	936	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
APNAJNJK_01448	CDS	753	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
APNAJNJK_01449	CDS	240	acpP_1		COG0236	Acyl carrier protein
APNAJNJK_01450	CDS	1230	fabF_1	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
APNAJNJK_01451	CDS	495				hypothetical protein
APNAJNJK_01452	CDS	600	algU		COG1595	RNA polymerase sigma-H factor
APNAJNJK_01453	CDS	510				hypothetical protein
APNAJNJK_01454	CDS	1077	mucB		COG3026	Sigma factor AlgU regulatory protein MucB
APNAJNJK_01455	CDS	1491	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
APNAJNJK_01456	CDS	1794	lepA	3.6.5.-	COG0481	Elongation factor 4
APNAJNJK_01457	CDS	885	lepB	3.4.21.89	COG0681	Signal peptidase I
APNAJNJK_01458	CDS	762	rnc	3.1.26.3		Ribonuclease 3
APNAJNJK_01459	CDS	891	era_1		COG1159	GTPase Era
APNAJNJK_01460	CDS	546	recO			DNA repair protein RecO
APNAJNJK_01461	CDS	918				hypothetical protein
APNAJNJK_01462	CDS	1098	thrC_1	4.2.3.1	COG0498	Threonine synthase
APNAJNJK_01463	CDS	978	doeB	3.5.1.125	COG3608	N-alpha-acetyl-L-2,4-diaminobutyric acid deacetylase
APNAJNJK_01464	CDS	963				hypothetical protein
APNAJNJK_01465	CDS	1287				hypothetical protein
APNAJNJK_01466	CDS	918	dkgB_1	1.1.1.346	COG0656	2,5-diketo-D-gluconic acid reductase B
APNAJNJK_01467	CDS	711	yccA		COG0670	Modulator of FtsH protease YccA
APNAJNJK_01468	CDS	447				hypothetical protein
APNAJNJK_01469	CDS	462				hypothetical protein
APNAJNJK_01470	CDS	1506	pepA	3.4.11.1	COG0260	Cytosol aminopeptidase
APNAJNJK_01471	CDS	1143				hypothetical protein
APNAJNJK_01472	CDS	921	hdfR_5			HTH-type transcriptional regulator HdfR
APNAJNJK_01473	CDS	1218				hypothetical protein
APNAJNJK_01474	CDS	1494	mmsA	1.2.1.27	COG1012	Methylmalonate-semialdehyde dehydrogenase [acylating]
APNAJNJK_01475	CDS	945	cysB			HTH-type transcriptional regulator CysB
APNAJNJK_01476	CDS	330				hypothetical protein
APNAJNJK_01477	CDS	660				hypothetical protein
APNAJNJK_01478	CDS	1890	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
APNAJNJK_01479	CDS	408				hypothetical protein
APNAJNJK_01480	CDS	1341				hypothetical protein
APNAJNJK_01481	CDS	1980	acs	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
APNAJNJK_01482	CDS	888	yijE_1			putative cystine transporter YijE
APNAJNJK_01483	CDS	1011	ltaE_2	4.1.2.48	COG2008	Low specificity L-threonine aldolase
APNAJNJK_01484	CDS	1335	bauA_1	2.6.1.18	COG0161	Beta-alanine--pyruvate aminotransferase
APNAJNJK_01485	CDS	882				hypothetical protein
APNAJNJK_01486	CDS	345				hypothetical protein
APNAJNJK_01487	CDS	1119				hypothetical protein
APNAJNJK_01488	CDS	846				hypothetical protein
APNAJNJK_01489	CDS	1647		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
APNAJNJK_01490	CDS	450				hypothetical protein
APNAJNJK_01491	CDS	699	scoA_1	2.8.3.5	COG1788	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A
APNAJNJK_01492	CDS	654	scoB_1	2.8.3.5	COG2057	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B
APNAJNJK_01493	CDS	459	elaA		COG2153	Protein ElaA
APNAJNJK_01494	CDS	876				hypothetical protein
APNAJNJK_01495	CDS	981	iaaA	3.4.19.5	COG1446	Isoaspartyl peptidase
APNAJNJK_01496	CDS	1887	gsiA_4	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
APNAJNJK_01497	CDS	1554	gsiB_4		COG0747	Glutathione-binding protein GsiB
APNAJNJK_01498	CDS	921	gsiC_4		COG0601	Glutathione transport system permease protein GsiC
APNAJNJK_01499	CDS	903	gsiD_2		COG1173	Glutathione transport system permease protein GsiD
APNAJNJK_01500	CDS	1095		3.4.11.25		Beta-peptidyl aminopeptidase BapA
APNAJNJK_01501	CDS	819				hypothetical protein
APNAJNJK_01502	CDS	1791				hypothetical protein
APNAJNJK_01503	CDS	1005				hypothetical protein
APNAJNJK_01504	CDS	1653	pyrG	6.3.4.2	COG0504	CTP synthase
APNAJNJK_01505	CDS	285				hypothetical protein
APNAJNJK_01506	CDS	1287	eno_1	4.2.1.11	COG0148	Enolase
APNAJNJK_01507	CDS	432	ftsB			Cell division protein FtsB
APNAJNJK_01508	CDS	669				hypothetical protein
APNAJNJK_01509	CDS	930	hslO		COG1281	33 kDa chaperonin
APNAJNJK_01510	CDS	522	yrdA		COG0663	Protein YrdA
APNAJNJK_01511	CDS	1668	acsA_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
APNAJNJK_01512	CDS	858	lpxH_1	3.6.1.54		UDP-2,3-diacylglucosamine hydrolase
APNAJNJK_01513	CDS	726				hypothetical protein
APNAJNJK_01514	CDS	909				hypothetical protein
APNAJNJK_01515	CDS	516				hypothetical protein
APNAJNJK_01516	CDS	189				hypothetical protein
APNAJNJK_01517	CDS	1776	rlmL	2.1.1.264		Ribosomal RNA large subunit methyltransferase K/L
APNAJNJK_01518	CDS	429				hypothetical protein
APNAJNJK_01519	CDS	1452	prpD	4.2.1.79	COG2079	2-methylcitrate dehydratase
APNAJNJK_01520	CDS	1206	prpC	2.3.3.5	COG0372	2-methylcitrate synthase
APNAJNJK_01521	CDS	891	prpB	4.1.3.30	COG2513	2-methylisocitrate lyase
APNAJNJK_01522	CDS	990	mdh_1	1.1.1.37	COG0039	Malate dehydrogenase
APNAJNJK_01523	CDS	780	mngR_1		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
APNAJNJK_01524	CDS	417	sdhC		COG2009	Succinate dehydrogenase cytochrome b556 subunit
APNAJNJK_01525	CDS	384	sdhD		COG2142	Succinate dehydrogenase hydrophobic membrane anchor subunit
APNAJNJK_01526	CDS	1779	sdhA	1.3.5.1		Succinate dehydrogenase flavoprotein subunit
APNAJNJK_01527	CDS	717	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
APNAJNJK_01528	CDS	261				hypothetical protein
APNAJNJK_01529	CDS	1311	gltA	2.3.3.16	COG0372	Citrate synthase
APNAJNJK_01530	CDS	1110				hypothetical protein
APNAJNJK_01531	CDS	453				hypothetical protein
APNAJNJK_01532	CDS	2298	maeB_1	1.1.1.40	COG0280	NADP-dependent malic enzyme
APNAJNJK_01533	CDS	2715	aceE_1	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
APNAJNJK_01534	CDS	2058				hypothetical protein
APNAJNJK_01535	CDS	1233	dapE_1	3.5.1.18		Succinyl-diaminopimelate desuccinylase
APNAJNJK_01536	CDS	1695				hypothetical protein
APNAJNJK_01537	CDS	945				hypothetical protein
APNAJNJK_01538	CDS	1017	acdS	3.5.99.7		1-aminocyclopropane-1-carboxylate deaminase
APNAJNJK_01539	CDS	471	lrp_6		COG1522	Leucine-responsive regulatory protein
APNAJNJK_01540	CDS	2868	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
APNAJNJK_01541	CDS	1233	sucB_1	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
APNAJNJK_01542	CDS	1428	lpd_1	1.8.1.4		Dihydrolipoyl dehydrogenase
APNAJNJK_01543	CDS	1092	zapE		COG1485	Cell division protein ZapE
APNAJNJK_01544	CDS	381	fecI_4		COG1595	putative RNA polymerase sigma factor FecI
APNAJNJK_01545	CDS	543	fecR_3		COG3712	Protein FecR
APNAJNJK_01546	CDS	2457	fhuA_2		COG1629	Ferrichrome outer membrane transporter/phage receptor
APNAJNJK_01547	CDS	633				hypothetical protein
APNAJNJK_01548	CDS	282				hypothetical protein
APNAJNJK_01549	CDS	1713				hypothetical protein
APNAJNJK_01550	CDS	324				hypothetical protein
APNAJNJK_01551	CDS	1353				hypothetical protein
APNAJNJK_01552	CDS	504				hypothetical protein
APNAJNJK_01553	CDS	2376	yhgF		COG2183	Protein YhgF
APNAJNJK_01554	CDS	2088	yoaA	3.6.4.12	COG1199	putative ATP-dependent DNA helicase YoaA
APNAJNJK_01555	CDS	843	bamD		COG4105	Outer membrane protein assembly factor BamD
APNAJNJK_01556	CDS	1011	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
APNAJNJK_01557	CDS	765	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
APNAJNJK_01558	CDS	1602	phaC_1	2.3.1.-	COG3243	Poly(3-hydroxyalkanoate) polymerase subunit PhaC
APNAJNJK_01559	CDS	738	phaB_2	1.1.1.36		Acetoacetyl-CoA reductase
APNAJNJK_01560	CDS	570				hypothetical protein
APNAJNJK_01561	CDS	537	tpd		COG3470	34 kDa membrane antigen
APNAJNJK_01562	CDS	363				hypothetical protein
APNAJNJK_01563	CDS	846	efeU		COG0672	Ferrous iron permease EfeU
APNAJNJK_01564	CDS	1398				hypothetical protein
APNAJNJK_01565	CDS	1722	shlB_1			Hemolysin transporter protein ShlB
APNAJNJK_01566	CDS	9990				hypothetical protein
APNAJNJK_01567	CDS	741				hypothetical protein
APNAJNJK_01568	CDS	873	phzF_1	5.3.3.17		Trans-2,3-dihydro-3-hydroxyanthranilate isomerase
APNAJNJK_01569	CDS	339	osmY		COG2823	Osmotically-inducible protein Y
APNAJNJK_01570	CDS	165				hypothetical protein
APNAJNJK_01571	CDS	201				hypothetical protein
APNAJNJK_01572	CDS	120				hypothetical protein
APNAJNJK_01573	CDS	2571	cphA_1	6.3.2.29		Cyanophycin synthetase
APNAJNJK_01574	CDS	2616	cphA_2	6.3.2.29	COG0769	Cyanophycin synthetase
APNAJNJK_01575	CDS	2286	btuD_7	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
APNAJNJK_01576	CDS	471				hypothetical protein
APNAJNJK_01577	CDS	1140				hypothetical protein
APNAJNJK_01578	CDS	843				hypothetical protein
APNAJNJK_01579	CDS	717	yiiM		COG2258	Protein YiiM
APNAJNJK_01580	CDS	1194				Tn3 family transposase TnXax1
APNAJNJK_01581	CDS	414				hypothetical protein
APNAJNJK_01582	CDS	738				hypothetical protein
APNAJNJK_01583	CDS	1131	mmgC_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
APNAJNJK_01584	CDS	681				hypothetical protein
APNAJNJK_01585	CDS	1476	dltA_3	6.2.1.54	COG1020	D-alanine--D-alanyl carrier protein ligase
APNAJNJK_01586	CDS	240				hypothetical protein
APNAJNJK_01587	CDS	1581	patA	2.3.1.-	COG1696	Peptidoglycan O-acetyltransferase
APNAJNJK_01588	CDS	1101				hypothetical protein
APNAJNJK_01589	CDS	999				hypothetical protein
APNAJNJK_01590	CDS	2739				hypothetical protein
APNAJNJK_01591	CDS	1698				hypothetical protein
APNAJNJK_01592	CDS	2211				hypothetical protein
APNAJNJK_01593	CDS	1161	wecB	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
APNAJNJK_01594	CDS	894	czcD_1			Metal cation efflux system protein CzcD
APNAJNJK_01595	tmRNA	389	ssrA			transfer-messenger RNA, SsrA
APNAJNJK_01596	CDS	1176	pbuE_2		COG2814	Purine efflux pump PbuE
APNAJNJK_01597	CDS	675	mupP	3.1.3.105	COG0546	N-acetylmuramic acid 6-phosphate phosphatase
APNAJNJK_01598	CDS	729	ubiG	2.1.1.222	COG2227	Ubiquinone biosynthesis O-methyltransferase
APNAJNJK_01599	CDS	594	ompA			Outer membrane protein A
APNAJNJK_01600	CDS	2670	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
APNAJNJK_01601	CDS	1131	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
APNAJNJK_01602	CDS	1086	pheA_1			Bifunctional chorismate mutase/prephenate dehydratase
APNAJNJK_01603	CDS	1122	hisC_3	2.6.1.9		Histidinol-phosphate aminotransferase
APNAJNJK_01604	CDS	903	tyrC	1.3.1.43		Cyclohexadienyl dehydrogenase
APNAJNJK_01605	CDS	1323	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
APNAJNJK_01606	CDS	690	cmk	2.7.4.25	COG0283	Cytidylate kinase
APNAJNJK_01607	CDS	1713	rpsA		COG0539	30S ribosomal protein S1
APNAJNJK_01608	CDS	360	ihfB			Integration host factor subunit beta
APNAJNJK_01609	CDS	315	lapA			Lipopolysaccharide assembly protein A
APNAJNJK_01610	CDS	1218	lapB		COG2956	Lipopolysaccharide assembly protein B
APNAJNJK_01611	CDS	942	rfaE	2.7.1.167	COG2870	D-beta-D-heptose 7-phosphate kinase
APNAJNJK_01612	CDS	990	hldD_1	5.1.3.20		ADP-L-glycero-D-manno-heptose-6-epimerase
APNAJNJK_01613	CDS	543				hypothetical protein
APNAJNJK_01614	CDS	1014	cysM	2.5.1.47	COG0031	Cysteine synthase B
APNAJNJK_01615	CDS	981				hypothetical protein
APNAJNJK_01616	CDS	777	iclR_1		COG1414	Transcriptional repressor IclR
APNAJNJK_01617	CDS	1050				hypothetical protein
APNAJNJK_01618	CDS	1158	mltB	4.2.2.-	COG2951	Membrane-bound lytic murein transglycosylase B
APNAJNJK_01619	CDS	924		3.5.1.-	COG0123	Histone deacetylase-like amidohydrolase
APNAJNJK_01620	CDS	750	etfB			Electron transfer flavoprotein subunit beta
APNAJNJK_01621	CDS	930	etfA		COG2025	Electron transfer flavoprotein subunit alpha
APNAJNJK_01622	CDS	1692	aspT_1			Aspartate/alanine antiporter
APNAJNJK_01623	CDS	1815	asD	2.6.1.1		Bifunctional aspartate aminotransferase and L-aspartate beta-decarboxylase
APNAJNJK_01624	CDS	1704	aspT_2			Aspartate/alanine antiporter
APNAJNJK_01625	CDS	1827	dmdC_1	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
APNAJNJK_01626	CDS	642		1.11.1.15	COG0450	Peroxiredoxin
APNAJNJK_01627	CDS	1029	sbp		COG1613	Sulfate-binding protein
APNAJNJK_01628	CDS	891	cysT		COG0555	Sulfate transport system permease protein CysT
APNAJNJK_01629	CDS	900	cysW		COG4208	Sulfate transport system permease protein CysW
APNAJNJK_01630	CDS	1065	cysA_1	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
APNAJNJK_01631	CDS	747	cysH	1.8.4.10		Thioredoxin-dependent 5'-adenylylsulfate reductase
APNAJNJK_01632	CDS	909	cysD_1	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
APNAJNJK_01633	CDS	1299	cysNC_1		COG0529	Bifunctional enzyme CysN/CysC
APNAJNJK_01634	CDS	1419				hypothetical protein
APNAJNJK_01635	CDS	453				hypothetical protein
APNAJNJK_01636	CDS	873				hypothetical protein
APNAJNJK_01637	CDS	381	rplS		COG0335	50S ribosomal protein L19
APNAJNJK_01638	CDS	732	nudL_1	3.6.1.-		putative Nudix hydrolase NudL
APNAJNJK_01639	CDS	963	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
APNAJNJK_01640	CDS	1251	htpX_1	3.4.24.-		Protease HtpX
APNAJNJK_01641	CDS	546	orn	3.1.-.-	COG1949	Oligoribonuclease
APNAJNJK_01642	CDS	627	nnr_2		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
APNAJNJK_01643	CDS	930	paaX		COG3327	Transcriptional repressor PaaX
APNAJNJK_01644	CDS	990	paaA	1.14.13.149	COG3396	1,2-phenylacetyl-CoA epoxidase, subunit A
APNAJNJK_01645	CDS	285	paaB		COG3460	1,2-phenylacetyl-CoA epoxidase, subunit B
APNAJNJK_01646	CDS	765	paaC		COG3396	1,2-phenylacetyl-CoA epoxidase, subunit C
APNAJNJK_01647	CDS	507	paaD		COG2151	Putative 1,2-phenylacetyl-CoA epoxidase, subunit D
APNAJNJK_01648	CDS	1089	paaE	1.-.-.-	COG1018	1,2-phenylacetyl-CoA epoxidase, subunit E
APNAJNJK_01649	CDS	1665	xylC	1.2.1.28		Benzaldehyde dehydrogenase [NAD(+)]
APNAJNJK_01650	CDS	789	paaG_2	5.3.3.18	COG1024	1,2-epoxyphenylacetyl-CoA isomerase
APNAJNJK_01651	CDS	474	paaI	3.1.2.-	COG2050	Acyl-coenzyme A thioesterase PaaI
APNAJNJK_01652	CDS	1317	paaK	6.2.1.30		Phenylacetate-coenzyme A ligase
APNAJNJK_01653	CDS	1407	norM_2		COG0534	Multidrug resistance protein NorM
APNAJNJK_01654	CDS	1785				hypothetical protein
APNAJNJK_01655	CDS	267	rpmE2		COG0254	50S ribosomal protein L31 type B
APNAJNJK_01656	CDS	849	kynA	1.13.11.11	COG3483	Tryptophan 2,3-dioxygenase
APNAJNJK_01657	CDS	630	kynB	3.5.1.9	COG1878	Kynurenine formamidase
APNAJNJK_01658	CDS	678				hypothetical protein
APNAJNJK_01659	CDS	477	fkpB	5.2.1.8	COG1047	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase
APNAJNJK_01660	CDS	984	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
APNAJNJK_01661	CDS	645	nagL_2	5.2.1.4		Maleylpyruvate isomerase
APNAJNJK_01662	CDS	1467				hypothetical protein
APNAJNJK_01663	CDS	1344	qseC_2	2.7.13.3		Sensor protein QseC
APNAJNJK_01664	CDS	660	qseB_1			Transcriptional regulatory protein QseB
APNAJNJK_01665	tRNA	76				tRNA-Thr(cgt)
APNAJNJK_01666	tRNA	76				tRNA-Asn(gtt)
APNAJNJK_01667	CDS	1314	yciC_1		COG0523	Putative metal chaperone YciC
APNAJNJK_01668	CDS	1008	yjiA_1	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
APNAJNJK_01669	CDS	900	dmlR_8			HTH-type transcriptional regulator DmlR
APNAJNJK_01670	CDS	324				hypothetical protein
APNAJNJK_01671	tRNA	77				tRNA-Met(cat)
APNAJNJK_01672	CDS	1230	scpB			Segregation and condensation protein B
APNAJNJK_01673	CDS	1737				hypothetical protein
APNAJNJK_01674	CDS	549	rimP			Ribosome maturation factor RimP
APNAJNJK_01675	CDS	1479	nusA		COG0195	Transcription termination/antitermination protein NusA
APNAJNJK_01676	CDS	3054	infB			Translation initiation factor IF-2
APNAJNJK_01677	CDS	402	rbfA		COG0858	30S ribosome-binding factor
APNAJNJK_01678	CDS	750	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
APNAJNJK_01679	CDS	1824	typA		COG1217	GTP-binding protein TypA/BipA
APNAJNJK_01680	CDS	393				hypothetical protein
APNAJNJK_01681	CDS	861	argP_2			HTH-type transcriptional regulator ArgP
APNAJNJK_01682	CDS	945	hdfR_6			HTH-type transcriptional regulator HdfR
APNAJNJK_01683	CDS	984				hypothetical protein
APNAJNJK_01684	CDS	1425	abgB	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit B
APNAJNJK_01685	CDS	627				hypothetical protein
APNAJNJK_01686	CDS	2718	polA	2.7.7.7	COG0258	DNA polymerase I
APNAJNJK_01687	CDS	840	zupT_1			Zinc transporter ZupT
APNAJNJK_01688	CDS	789	clcD	3.1.1.45		Carboxymethylenebutenolidase
APNAJNJK_01689	CDS	1662				hypothetical protein
APNAJNJK_01690	CDS	1392	sdaA	4.3.1.17	COG1760	L-serine dehydratase 1
APNAJNJK_01691	CDS	882	htpX_2	3.4.24.-	COG0501	Protease HtpX
APNAJNJK_01692	CDS	840	cntI_1			Pseudopaline exporter CntI
APNAJNJK_01693	CDS	852	sseB	2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase SseB
APNAJNJK_01694	CDS	570	phnZ_1	1.13.11.78		2-amino-1-hydroxyethylphosphonate dioxygenase (glycine-forming)
APNAJNJK_01695	CDS	864	cmpR_4			HTH-type transcriptional activator CmpR
APNAJNJK_01696	CDS	1131	cysA_2	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
APNAJNJK_01697	CDS	1794				hypothetical protein
APNAJNJK_01698	CDS	822	phnX	3.11.1.1	COG0637	Phosphonoacetaldehyde hydrolase
APNAJNJK_01699	CDS	1023			COG1840	putative protein
APNAJNJK_01700	CDS	1131	soxA	1.5.3.1		Monomeric sarcosine oxidase
APNAJNJK_01701	CDS	1149	yeaW_1	1.14.13.239	COG4638	Carnitine monooxygenase oxygenase subunit
APNAJNJK_01702	CDS	1011	wecH	2.3.1.-		O-acetyltransferase WecH
APNAJNJK_01703	CDS	969				hypothetical protein
APNAJNJK_01704	CDS	855	tsaQ1_1			HTH-type transcriptional regulator TsaQ1/TsaQ2
APNAJNJK_01705	CDS	267	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
APNAJNJK_01706	CDS	912	ispA	2.5.1.10	COG0142	Farnesyl diphosphate synthase
APNAJNJK_01707	CDS	1863	dxs_1	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
APNAJNJK_01708	CDS	798	folE2	3.5.4.16	COG1469	GTP cyclohydrolase FolE2
APNAJNJK_01709	CDS	915				hypothetical protein
APNAJNJK_01710	CDS	375	rpsF		COG0360	30S ribosomal protein S6
APNAJNJK_01711	CDS	324	priB			Primosomal replication protein N
APNAJNJK_01712	CDS	273				hypothetical protein
APNAJNJK_01713	CDS	456	rplI		COG0359	50S ribosomal protein L9
APNAJNJK_01714	CDS	840				hypothetical protein
APNAJNJK_01715	CDS	1383	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
APNAJNJK_01716	CDS	978				hypothetical protein
APNAJNJK_01717	CDS	981	pdxA2_1	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
APNAJNJK_01718	CDS	312				hypothetical protein
APNAJNJK_01719	CDS	459	asnC_2		COG1522	Regulatory protein AsnC
APNAJNJK_01720	CDS	606				hypothetical protein
APNAJNJK_01721	CDS	246				hypothetical protein
APNAJNJK_01722	CDS	396				hypothetical protein
APNAJNJK_01723	CDS	570				hypothetical protein
APNAJNJK_01724	CDS	1440	norG_1		COG1167	HTH-type transcriptional regulator NorG
APNAJNJK_01725	CDS	381				hypothetical protein
APNAJNJK_01726	tRNA	77				tRNA-Met(cat)
APNAJNJK_01727	CDS	345				hypothetical protein
APNAJNJK_01728	CDS	1251				hypothetical protein
APNAJNJK_01729	CDS	402				hypothetical protein
APNAJNJK_01730	CDS	360				hypothetical protein
APNAJNJK_01731	CDS	132				hypothetical protein
APNAJNJK_01732	CDS	426				hypothetical protein
APNAJNJK_01733	CDS	414				hypothetical protein
APNAJNJK_01734	CDS	1293	pyrB_2	2.1.3.2		Aspartate carbamoyltransferase
APNAJNJK_01735	CDS	1413	dosC	2.7.7.65		Diguanylate cyclase DosC
APNAJNJK_01736	CDS	900	rdgC_1		COG2974	Recombination-associated protein RdgC
APNAJNJK_01737	CDS	210				hypothetical protein
APNAJNJK_01738	CDS	1677	nanT_1			Sialic acid transporter NanT
APNAJNJK_01739	CDS	1452	sasA_4	2.7.-.-		Adaptive-response sensory-kinase SasA
APNAJNJK_01740	CDS	690	tctD_4		COG0745	Transcriptional regulatory protein tctD
APNAJNJK_01741	CDS	1065	recA		COG0468	Protein RecA
APNAJNJK_01742	CDS	741	recX			Regulatory protein RecX
APNAJNJK_01743	CDS	918	metR_1			HTH-type transcriptional regulator MetR
APNAJNJK_01744	CDS	2298	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
