Entry	Feature	Location	Qualifier	Value
			inference	similar to AA sequence:UniProtKB:P33940
			codon_start	1
			transl_table	11
			product	Malate:quinone oxidoreductase
				
				
	CDS	complement(786160..787248)	locus_tag	HBIAX_00726
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P9WKP3
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	787383..788000	gene	rutR
			locus_tag	HBIAX_00727
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P0ACU2
			codon_start	1
			transl_table	11
			product	HTH-type transcriptional regulator RutR
				
	CDS	complement(788002..788625)	locus_tag	HBIAX_00728
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	788813..789442	gene	yfcG_2
			locus_tag	HBIAX_00729
			EC_number	1.8.4.-
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P77526
			codon_start	1
			transl_table	11
			product	Disulfide-bond oxidoreductase YfcG
				
	CDS	789549..790775	locus_tag	HBIAX_00730
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	790844..791149	locus_tag	HBIAX_00731
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	complement(791361..791951)	gene	yceI
			locus_tag	HBIAX_00732
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P0A8X2
			codon_start	1
			transl_table	11
			product	Protein YceI
				
	CDS	792013..794376	locus_tag	HBIAX_00733
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	complement(794428..794670)	locus_tag	HBIAX_00734
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	complement(794686..795321)	locus_tag	HBIAX_00735
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	complement(795347..796807)	gene	oprJ
			locus_tag	HBIAX_00736
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:Q51397
			codon_start	1
			transl_table	11
			product	Outer membrane protein OprJ
				
	CDS	complement(796813..799956)	gene	acrB_1
			locus_tag	HBIAX_00737
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P31224
			codon_start	1
			transl_table	11
			product	Multidrug efflux pump subunit AcrB
				
	CDS	complement(800025..801179)	gene	mexA_2
			locus_tag	HBIAX_00738
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P52477
			codon_start	1
			transl_table	11
			product	Multidrug resistance protein MexA
				
	CDS	801383..801949	locus_tag	HBIAX_00739
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	complement(802134..803807)	locus_tag	HBIAX_00740
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	complement(803898..806330)	gene	iutA
			locus_tag	HBIAX_00741
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:Q6U607
			codon_start	1
			transl_table	11
			product	Ferric aerobactin receptor
				
	CDS	complement(806442..807428)	gene	fecR_4
			locus_tag	HBIAX_00742
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P23485
			codon_start	1
			transl_table	11
			product	Protein FecR
				
	CDS	complement(807415..807918)	gene	fecI_4
			locus_tag	HBIAX_00743
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P23484
			codon_start	1
			transl_table	11
			product	putative RNA polymerase sigma factor FecI
				
	CDS	807999..809000	gene	fecR_5
			locus_tag	HBIAX_00744
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P23485
			codon_start	1
			transl_table	11
			product	Protein FecR
				
	CDS	809118..811532	gene	fatA_1
			locus_tag	HBIAX_00745
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P11461
			codon_start	1
			transl_table	11
			product	Ferric-anguibactin receptor FatA
				
	CDS	complement(811575..812114)	gene	fecI_5
			locus_tag	HBIAX_00746
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P23484
			codon_start	1
			transl_table	11
			product	putative RNA polymerase sigma factor FecI
				
	CDS	complement(812227..812982)	gene	glnQ_4
			locus_tag	HBIAX_00747
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P27675
			codon_start	1
			transl_table	11
			product	Glutamine transport ATP-binding protein GlnQ
				
	CDS	complement(812979..814076)	gene	yhdY_1
			locus_tag	HBIAX_00748
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P45768
			codon_start	1
			transl_table	11
			product	Inner membrane amino-acid ABC transporter permease protein YhdY
				
	CDS	complement(814073..815221)	locus_tag	HBIAX_00749
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	complement(815241..816356)	gene	yhdW_1
			locus_tag	HBIAX_00750
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P45766
			codon_start	1
			transl_table	11
			product	Putative amino-acid ABC transporter-binding protein YhdW
				
	CDS	complement(816490..817638)	gene	metC_1
			locus_tag	HBIAX_00751
			EC_number	4.4.1.13
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P06721
			codon_start	1
			transl_table	11
			product	Cystathionine beta-lyase MetC
				
	CDS	817747..818661	gene	occR_3
			locus_tag	HBIAX_00752
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P0A4T3
			codon_start	1
			transl_table	11
			product	Octopine catabolism/uptake operon regulatory protein OccR
				
	CDS	complement(818651..820720)	gene	btuB_2
			locus_tag	HBIAX_00753
			inference	ab initio prediction:Prodigal:002006
			inference	protein motif:HAMAP:MF_01531
			codon_start	1
			transl_table	11
			product	Vitamin B12 transporter BtuB
				
	CDS	complement(820808..821206)	locus_tag	HBIAX_00754
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	complement(821329..822192)	gene	oppF_2
			locus_tag	HBIAX_00755
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P24137
			codon_start	1
			transl_table	11
			product	Oligopeptide transport ATP-binding protein OppF
				
	CDS	complement(822189..823055)	gene	dppD
			locus_tag	HBIAX_00756
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P0AAG0
			codon_start	1
			transl_table	11
			product	Dipeptide transport ATP-binding protein DppD
				
	CDS	complement(823052..823882)	gene	gsiD_4
			locus_tag	HBIAX_00757
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P75799
			codon_start	1
			transl_table	11
			product	Glutathione transport system permease protein GsiD
				
				
	CDS	complement(823879..824835)	gene	gsiC_3
			locus_tag	HBIAX_00758
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P75798
			codon_start	1
			transl_table	11
			product	Glutathione transport system permease protein GsiC
				
	CDS	complement(824846..826399)	gene	gsiB_3
			locus_tag	HBIAX_00759
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P75797
			codon_start	1
			transl_table	11
			product	Glutathione-binding protein GsiB
				
	CDS	complement(826444..827649)	gene	csd
			locus_tag	HBIAX_00760
			EC_number	2.8.1.7
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P9WQ69
			codon_start	1
			transl_table	11
			product	putative cysteine desulfurase
				
	CDS	827831..828775	locus_tag	HBIAX_00761
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	828887..829567	gene	ycaC_1
			locus_tag	HBIAX_00762
			EC_number	4.-.-.-
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P21367
			codon_start	1
			transl_table	11
			product	putative hydrolase YcaC
				
	CDS	829703..831835	locus_tag	HBIAX_00763
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	831935..832504	gene	fecI_6
			locus_tag	HBIAX_00764
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P23484
			codon_start	1
			transl_table	11
			product	putative RNA polymerase sigma factor FecI
				
	CDS	832507..833496	gene	fecR_6
			locus_tag	HBIAX_00765
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P23485
			codon_start	1
			transl_table	11
			product	Protein FecR
				
	CDS	833595..836000	gene	fhuA_5
			locus_tag	HBIAX_00766
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P06971
			codon_start	1
			transl_table	11
			product	Ferrichrome outer membrane transporter/phage receptor
				
	CDS	835994..836944	gene	besA_1
			locus_tag	HBIAX_00767
			EC_number	3.1.-.-
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:O32102
			codon_start	1
			transl_table	11
			product	Ferri-bacillibactin esterase BesA
				
	CDS	837112..838632	locus_tag	HBIAX_00768
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	838740..839834	locus_tag	HBIAX_00769
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	839848..840678	gene	ssuC_2
			locus_tag	HBIAX_00770
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P40401
			codon_start	1
			transl_table	11
			product	Putative aliphatic sulfonates transport permease protein SsuC
				
				
	CDS	840675..841499	gene	ssuC_3
			locus_tag	HBIAX_00771
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P40401
			codon_start	1
			transl_table	11
			product	Putative aliphatic sulfonates transport permease protein SsuC
				
	CDS	841518..842384	gene	ssuB_1
			locus_tag	HBIAX_00772
			EC_number	3.6.3.-
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P97027
			codon_start	1
			transl_table	11
			product	Aliphatic sulfonates import ATP-binding protein SsuB
				
	CDS	842445..843821	gene	ntaA
			locus_tag	HBIAX_00773
			EC_number	1.14.14.10
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P54989
			codon_start	1
			transl_table	11
			product	Nitrilotriacetate monooxygenase component A
				
	CDS	843950..844726	locus_tag	HBIAX_00774
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	844795..846270	locus_tag	HBIAX_00775
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	complement(846341..847228)	gene	yebZ
			locus_tag	HBIAX_00776
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P76278
			codon_start	1
			transl_table	11
			product	Inner membrane protein YebZ
				
	CDS	complement(847230..847586)	gene	yobA
			locus_tag	HBIAX_00777
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P0AA57
			codon_start	1
			transl_table	11
			product	Protein YobA
				
	CDS	complement(847747..848211)	locus_tag	HBIAX_00778
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	848315..849016	gene	proQ
			locus_tag	HBIAX_00779
			inference	ab initio prediction:Prodigal:002006
			inference	protein motif:HAMAP:MF_00749
			codon_start	1
			transl_table	11
			product	RNA chaperone ProQ
				
	CDS	complement(849107..850084)	locus_tag	HBIAX_00780
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:B3EWP1
			note	UPF0065 protein in clcB-clcD intergenic region
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	complement(850109..851158)	gene	gnl
			locus_tag	HBIAX_00781
			EC_number	3.1.1.17
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:Q01578
			codon_start	1
			transl_table	11
			product	Gluconolactonase
				
	CDS	complement(851217..852791)	gene	garD
			locus_tag	HBIAX_00782
			EC_number	4.2.1.42
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P39829
			codon_start	1
			transl_table	11
			product	Galactarate dehydratase (L-threo-forming)
				
	CDS	853042..853956	locus_tag	HBIAX_00783
			EC_number	4.2.1.41
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:Q6FFQ1
			codon_start	1
			transl_table	11
			product	putative 5-dehydro-4-deoxyglucarate dehydratase
				
	CDS	854016..855596	locus_tag	HBIAX_00784
			EC_number	1.2.1.26
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:Q08IC0
			codon_start	1
			transl_table	11
			product	Alpha-ketoglutaric semialdehyde dehydrogenase 2
				
	CDS	855790..858117	gene	fiu
			locus_tag	HBIAX_00785
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P75780
			codon_start	1
			transl_table	11
			product	Catecholate siderophore receptor Fiu
				
	CDS	complement(858095..859465)	gene	sasA_2
			locus_tag	HBIAX_00786
			EC_number	2.7.-.-
			inference	ab initio prediction:Prodigal:002006
			inference	protein motif:HAMAP:MF_01837
			codon_start	1
			transl_table	11
			product	Adaptive-response sensory-kinase SasA
				
	CDS	complement(859458..860141)	gene	cusR
			locus_tag	HBIAX_00787
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P0ACZ8
			codon_start	1
			transl_table	11
			product	Transcriptional regulatory protein CusR
				
	CDS	860335..861456	locus_tag	HBIAX_00788
			inference	ab initio prediction:Prodigal:002006
			codon_start	1
			transl_table	11
			product	hypothetical protein
				
	CDS	861469..862545	gene	hmuU_1
			locus_tag	HBIAX_00789
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:Q56992
			codon_start	1
			transl_table	11
			product	Hemin transport system permease protein HmuU
				
	CDS	862574..863032	locus_tag	HBIAX_00790
			inference	ab initio prediction:Prodigal:002006
			inference	similar to AA sequence:UniProtKB:P0A321
			codon_start	1
			transl_table	11
			product	Azurin
				
